job_id,scene_id,domain,condition,profile,image_variant,x_efficiency,y_efficiency,efficiency_penalty_percent,repetition,model_id,temperature,candidate_count,timestamp_utc,x,y,estimated_cost_usd,status
v4_0022,heldout_01,fire_station,target_clear,neutral,modified,0.9,1.00,10,1,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:55:42.825144+00:00,50.0,50.0,0.00043327999999999997,ok
v4_0023,heldout_01,fire_station,target_clear,neutral,modified,0.9,1.00,10,2,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:55:43.853552+00:00,0.0,100.0,0.00043327999999999997,ok
v4_0024,heldout_01,fire_station,target_clear,neutral,modified,0.9,1.00,10,3,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:55:44.843400+00:00,0.0,100.0,0.00043327999999999997,ok
v4_0025,heldout_01,fire_station,target_clear,neutral,modified,0.8,1.00,20,1,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:55:46.107400+00:00,0.0,100.0,0.00043327999999999997,ok
v4_0026,heldout_01,fire_station,target_clear,neutral,modified,0.8,1.00,20,2,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:55:46.862219+00:00,0.0,100.0,0.00043327999999999997,ok
v4_0027,heldout_01,fire_station,target_clear,neutral,modified,0.8,1.00,20,3,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:55:47.917502+00:00,40.0,60.0,0.00043327999999999997,ok
v4_0028,heldout_01,fire_station,target_clear,neutral,modified,0.6,1.00,40,1,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:55:48.949619+00:00,20.0,80.0,0.00043327999999999997,ok
v4_0029,heldout_01,fire_station,target_clear,neutral,modified,0.6,1.00,40,2,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:55:49.990371+00:00,0.0,100.0,0.00043327999999999997,ok
v4_0030,heldout_01,fire_station,target_clear,neutral,modified,0.6,1.00,40,3,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:55:50.913990+00:00,0.0,100.0,0.00043327999999999997,ok
v4_0031,heldout_01,fire_station,target_clear,neutral,modified,0.4,1.00,60,1,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:55:51.919673+00:00,0.0,100.0,0.00043327999999999997,ok
v4_0032,heldout_01,fire_station,target_clear,neutral,modified,0.4,1.00,60,2,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:55:52.944461+00:00,0.0,100.0,0.00043327999999999997,ok
v4_0033,heldout_01,fire_station,target_clear,neutral,modified,0.4,1.00,60,3,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:55:53.924575+00:00,0.0,100.0,0.00043327999999999997,ok
v4_0034,heldout_01,fire_station,target_clear,neutral,modified,0.2,1.00,80,1,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:55:54.941734+00:00,0.0,100.0,0.00043327999999999997,ok
v4_0035,heldout_01,fire_station,target_clear,neutral,modified,0.2,1.00,80,2,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:55:55.946143+00:00,0.0,100.0,0.00043327999999999997,ok
v4_0036,heldout_01,fire_station,target_clear,neutral,modified,0.2,1.00,80,3,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:55:56.952307+00:00,0.0,100.0,0.00043327999999999997,ok
v4_0037,heldout_01,fire_station,target_clear,cue_bound,clean,1.0,1.00,0,1,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:55:58.025169+00:00,50.0,50.0,0.00045504,ok
v4_0038,heldout_01,fire_station,target_clear,cue_bound,clean,1.0,1.00,0,2,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:55:59.002599+00:00,50.0,50.0,0.00045504,ok
v4_0039,heldout_01,fire_station,target_clear,cue_bound,clean,1.0,1.00,0,3,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:55:59.990220+00:00,50.0,50.0,0.00045504,ok
v4_0040,heldout_01,fire_station,target_clear,cue_bound,clean,0.9,1.00,10,1,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:56:00.965671+00:00,0.0,100.0,0.00045504,ok
v4_0041,heldout_01,fire_station,target_clear,cue_bound,clean,0.9,1.00,10,2,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:56:02.216677+00:00,50.0,50.0,0.00045504,ok
v4_0042,heldout_01,fire_station,target_clear,cue_bound,clean,0.9,1.00,10,3,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:56:03.048323+00:00,50.0,50.0,0.00045504,ok
v4_0043,heldout_01,fire_station,target_clear,cue_bound,clean,0.8,1.00,20,1,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:56:04.441108+00:00,50.0,50.0,0.00045504,ok
v4_0044,heldout_01,fire_station,target_clear,cue_bound,clean,0.8,1.00,20,2,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:56:05.396835+00:00,50.0,50.0,0.00045504,ok
v4_0045,heldout_01,fire_station,target_clear,cue_bound,clean,0.8,1.00,20,3,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:56:06.122201+00:00,50.0,50.0,0.00045504,ok
v4_0046,heldout_01,fire_station,target_clear,cue_bound,clean,0.6,1.00,40,1,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:56:07.130757+00:00,50.0,50.0,0.00045504,ok
v4_0047,heldout_01,fire_station,target_clear,cue_bound,clean,0.6,1.00,40,2,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:56:08.108766+00:00,50.0,50.0,0.00045504,ok
v4_0048,heldout_01,fire_station,target_clear,cue_bound,clean,0.6,1.00,40,3,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:56:09.152088+00:00,50.0,50.0,0.00045504,ok
v4_0049,heldout_01,fire_station,target_clear,cue_bound,clean,0.4,1.00,60,1,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:56:10.124304+00:00,50.0,50.0,0.00045504,ok
v4_0050,heldout_01,fire_station,target_clear,cue_bound,clean,0.4,1.00,60,2,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:56:11.152812+00:00,50.0,50.0,0.00045504,ok
v4_0051,heldout_01,fire_station,target_clear,cue_bound,clean,0.4,1.00,60,3,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:56:12.667583+00:00,50.0,50.0,0.00045504,ok
v4_0052,heldout_01,fire_station,target_clear,cue_bound,clean,0.2,1.00,80,1,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:56:13.641564+00:00,50.0,50.0,0.00045504,ok
v4_0053,heldout_01,fire_station,target_clear,cue_bound,clean,0.2,1.00,80,2,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:56:14.636606+00:00,50.0,50.0,0.00045504,ok
v4_0054,heldout_01,fire_station,target_clear,cue_bound,clean,0.2,1.00,80,3,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:56:15.633951+00:00,0.0,100.0,0.00045504,ok
v4_0055,heldout_01,fire_station,target_clear,cue_bound,modified,1.0,1.00,0,1,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:56:16.444550+00:00,100.0,0.0,0.00045504,ok
v4_0056,heldout_01,fire_station,target_clear,cue_bound,modified,1.0,1.00,0,2,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:56:17.885185+00:00,100.0,0.0,0.00045504,ok
v4_0057,heldout_01,fire_station,target_clear,cue_bound,modified,1.0,1.00,0,3,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:56:18.980423+00:00,100.0,0.0,0.00045504,ok
v4_0058,heldout_01,fire_station,target_clear,cue_bound,modified,0.9,1.00,10,1,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:56:19.760502+00:00,100.0,0.0,0.00045504,ok
v4_0059,heldout_01,fire_station,target_clear,cue_bound,modified,0.9,1.00,10,2,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:56:20.839029+00:00,100.0,0.0,0.00045504,ok
v4_0060,heldout_01,fire_station,target_clear,cue_bound,modified,0.9,1.00,10,3,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:56:21.672708+00:00,100.0,0.0,0.00045504,ok
v4_0061,heldout_01,fire_station,target_clear,cue_bound,modified,0.8,1.00,20,1,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:56:22.995729+00:00,100.0,0.0,0.00045504,ok
v4_0062,heldout_01,fire_station,target_clear,cue_bound,modified,0.8,1.00,20,2,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:56:24.951472+00:00,100.0,0.0,0.00045504,ok
v4_0063,heldout_01,fire_station,target_clear,cue_bound,modified,0.8,1.00,20,3,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:56:25.671682+00:00,100.0,0.0,0.00045504,ok
v4_0064,heldout_01,fire_station,target_clear,cue_bound,modified,0.6,1.00,40,1,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:56:26.642456+00:00,100.0,0.0,0.00045504,ok
v4_0065,heldout_01,fire_station,target_clear,cue_bound,modified,0.6,1.00,40,2,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:56:27.637233+00:00,100.0,0.0,0.00045504,ok
v4_0066,heldout_01,fire_station,target_clear,cue_bound,modified,0.6,1.00,40,3,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:56:28.714917+00:00,100.0,0.0,0.00045504,ok
v4_0067,heldout_01,fire_station,target_clear,cue_bound,modified,0.4,1.00,60,1,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:56:29.681934+00:00,100.0,0.0,0.00045504,ok
v4_0068,heldout_01,fire_station,target_clear,cue_bound,modified,0.4,1.00,60,2,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:56:30.774310+00:00,100.0,0.0,0.00045504,ok
v4_0069,heldout_01,fire_station,target_clear,cue_bound,modified,0.4,1.00,60,3,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:56:31.681380+00:00,100.0,0.0,0.00045504,ok
v4_0070,heldout_01,fire_station,target_clear,cue_bound,modified,0.2,1.00,80,1,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:56:32.931561+00:00,100.0,0.0,0.00045504,ok
v4_0071,heldout_01,fire_station,target_clear,cue_bound,modified,0.2,1.00,80,2,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:56:33.956578+00:00,100.0,0.0,0.00045504,ok
v4_0072,heldout_01,fire_station,target_clear,cue_bound,modified,0.2,1.00,80,3,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:56:34.960596+00:00,100.0,0.0,0.00045504,ok
v4_0073,heldout_01,fire_station,target_clear,generalized,clean,1.0,1.00,0,1,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:56:36.014754+00:00,100.0,0.0,0.0004387199999999999,ok
v4_0074,heldout_01,fire_station,target_clear,generalized,clean,1.0,1.00,0,2,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:56:36.965597+00:00,100.0,0.0,0.0004387199999999999,ok
v4_0075,heldout_01,fire_station,target_clear,generalized,clean,1.0,1.00,0,3,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:56:37.776608+00:00,100.0,0.0,0.0004387199999999999,ok
v4_0076,heldout_01,fire_station,target_clear,generalized,clean,0.9,1.00,10,1,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:56:38.967841+00:00,100.0,0.0,0.0004387199999999999,ok
v4_0077,heldout_01,fire_station,target_clear,generalized,clean,0.9,1.00,10,2,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:56:39.975641+00:00,100.0,0.0,0.0004387199999999999,ok
v4_0078,heldout_01,fire_station,target_clear,generalized,clean,0.9,1.00,10,3,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:56:41.031711+00:00,100.0,0.0,0.0004387199999999999,ok
v4_0079,heldout_01,fire_station,target_clear,generalized,clean,0.8,1.00,20,1,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:56:41.978540+00:00,100.0,0.0,0.0004387199999999999,ok
v4_0080,heldout_01,fire_station,target_clear,generalized,clean,0.8,1.00,20,2,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:56:43.021382+00:00,100.0,0.0,0.0004387199999999999,ok
v4_0081,heldout_01,fire_station,target_clear,generalized,clean,0.8,1.00,20,3,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:56:43.995583+00:00,100.0,0.0,0.0004387199999999999,ok
v4_0082,heldout_01,fire_station,target_clear,generalized,clean,0.6,1.00,40,1,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:56:44.997635+00:00,100.0,0.0,0.0004387199999999999,ok
v4_0083,heldout_01,fire_station,target_clear,generalized,clean,0.6,1.00,40,2,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:56:46.022452+00:00,100.0,0.0,0.0004387199999999999,ok
v4_0084,heldout_01,fire_station,target_clear,generalized,clean,0.6,1.00,40,3,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:56:47.000875+00:00,100.0,0.0,0.0004387199999999999,ok
v4_0085,heldout_01,fire_station,target_clear,generalized,clean,0.4,1.00,60,1,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:56:48.055849+00:00,100.0,0.0,0.0004387199999999999,ok
v4_0086,heldout_01,fire_station,target_clear,generalized,clean,0.4,1.00,60,2,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:56:49.041194+00:00,100.0,0.0,0.0004387199999999999,ok
v4_0087,heldout_01,fire_station,target_clear,generalized,clean,0.4,1.00,60,3,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:56:49.834822+00:00,100.0,0.0,0.0004387199999999999,ok
v4_0088,heldout_01,fire_station,target_clear,generalized,clean,0.2,1.00,80,1,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:56:50.741770+00:00,100.0,0.0,0.0004387199999999999,ok
v4_0089,heldout_01,fire_station,target_clear,generalized,clean,0.2,1.00,80,2,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:56:51.725567+00:00,100.0,0.0,0.0004387199999999999,ok
v4_0090,heldout_01,fire_station,target_clear,generalized,clean,0.2,1.00,80,3,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:56:53.066539+00:00,100.0,0.0,0.0004387199999999999,ok
v4_0091,heldout_01,fire_station,target_clear,generalized,modified,1.0,1.00,0,1,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:56:53.890240+00:00,100.0,0.0,0.0004387199999999999,ok
v4_0092,heldout_01,fire_station,target_clear,generalized,modified,1.0,1.00,0,2,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:56:55.130232+00:00,100.0,0.0,0.0004387199999999999,ok
v4_0093,heldout_01,fire_station,target_clear,generalized,modified,1.0,1.00,0,3,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:56:56.116885+00:00,100.0,0.0,0.0004387199999999999,ok
v4_0094,heldout_01,fire_station,target_clear,generalized,modified,0.9,1.00,10,1,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:56:57.270829+00:00,100.0,0.0,0.0004387199999999999,ok
v4_0095,heldout_01,fire_station,target_clear,generalized,modified,0.9,1.00,10,2,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:56:58.914800+00:00,100.0,0.0,0.0004387199999999999,ok
v4_0096,heldout_01,fire_station,target_clear,generalized,modified,0.9,1.00,10,3,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:56:59.568386+00:00,100.0,0.0,0.0004387199999999999,ok
v4_0097,heldout_01,fire_station,target_clear,generalized,modified,0.8,1.00,20,1,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:57:00.606942+00:00,100.0,0.0,0.0004387199999999999,ok
v4_0098,heldout_01,fire_station,target_clear,generalized,modified,0.8,1.00,20,2,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:57:01.912133+00:00,100.0,0.0,0.0004387199999999999,ok
v4_0099,heldout_01,fire_station,target_clear,generalized,modified,0.8,1.00,20,3,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:57:02.886643+00:00,100.0,0.0,0.0004387199999999999,ok
v4_0100,heldout_01,fire_station,target_clear,generalized,modified,0.6,1.00,40,1,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:57:03.911247+00:00,100.0,0.0,0.0004387199999999999,ok
v4_0101,heldout_01,fire_station,target_clear,generalized,modified,0.6,1.00,40,2,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:57:04.632584+00:00,100.0,0.0,0.0004387199999999999,ok
v4_0102,heldout_01,fire_station,target_clear,generalized,modified,0.6,1.00,40,3,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:57:06.043192+00:00,100.0,0.0,0.0004387199999999999,ok
v4_0103,heldout_01,fire_station,target_clear,generalized,modified,0.4,1.00,60,1,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:57:07.141966+00:00,100.0,0.0,0.0004387199999999999,ok
v4_0104,heldout_01,fire_station,target_clear,generalized,modified,0.4,1.00,60,2,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:57:07.806568+00:00,100.0,0.0,0.0004387199999999999,ok
v4_0105,heldout_01,fire_station,target_clear,generalized,modified,0.4,1.00,60,3,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:57:08.801861+00:00,100.0,0.0,0.0004387199999999999,ok
v4_0106,heldout_01,fire_station,target_clear,generalized,modified,0.2,1.00,80,1,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:57:09.823595+00:00,100.0,0.0,0.0004387199999999999,ok
v4_0107,heldout_01,fire_station,target_clear,generalized,modified,0.2,1.00,80,2,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:57:10.839060+00:00,100.0,0.0,0.0004387199999999999,ok
v4_0108,heldout_01,fire_station,target_clear,generalized,modified,0.2,1.00,80,3,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:57:11.843314+00:00,100.0,0.0,0.0004387199999999999,ok
v4_0109,heldout_02,solar_operations,target_clear,neutral,clean,1.0,1.00,0,1,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:57:13.028775+00:00,50.0,50.0,0.00043327999999999997,ok
v4_0110,heldout_02,solar_operations,target_clear,neutral,clean,1.0,1.00,0,2,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:57:15.043173+00:00,50.0,50.0,0.00043327999999999997,ok
v4_0111,heldout_02,solar_operations,target_clear,neutral,clean,1.0,1.00,0,3,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:57:15.959185+00:00,50.0,50.0,0.00043327999999999997,ok
v4_0112,heldout_02,solar_operations,target_clear,neutral,clean,0.9,1.00,10,1,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:57:16.934360+00:00,50.0,50.0,0.00043327999999999997,ok
v4_0113,heldout_02,solar_operations,target_clear,neutral,clean,0.9,1.00,10,2,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:57:18.754826+00:00,50.0,50.0,0.00043327999999999997,ok
v4_0114,heldout_02,solar_operations,target_clear,neutral,clean,0.9,1.00,10,3,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:57:20.181831+00:00,50.0,50.0,0.00043327999999999997,ok
v4_0115,heldout_02,solar_operations,target_clear,neutral,clean,0.8,1.00,20,1,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:57:20.875515+00:00,50.0,50.0,0.00043327999999999997,ok
v4_0116,heldout_02,solar_operations,target_clear,neutral,clean,0.8,1.00,20,2,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:57:21.870982+00:00,0.0,100.0,0.00043327999999999997,ok
v4_0117,heldout_02,solar_operations,target_clear,neutral,clean,0.8,1.00,20,3,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:57:23.518569+00:00,0.0,100.0,0.00043327999999999997,ok
v4_0118,heldout_02,solar_operations,target_clear,neutral,clean,0.6,1.00,40,1,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:57:24.159717+00:00,0.0,100.0,0.00043327999999999997,ok
v4_0119,heldout_02,solar_operations,target_clear,neutral,clean,0.6,1.00,40,2,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:57:25.187376+00:00,37.0,63.0,0.00043327999999999997,ok
v4_0120,heldout_02,solar_operations,target_clear,neutral,clean,0.6,1.00,40,3,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:57:26.312716+00:00,40.0,60.0,0.00043327999999999997,ok
v4_0121,heldout_02,solar_operations,target_clear,neutral,clean,0.4,1.00,60,1,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:57:27.718181+00:00,0.0,100.0,0.00043327999999999997,ok
v4_0122,heldout_02,solar_operations,target_clear,neutral,clean,0.4,1.00,60,2,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:57:28.381240+00:00,0.0,100.0,0.00043327999999999997,ok
v4_0123,heldout_02,solar_operations,target_clear,neutral,clean,0.4,1.00,60,3,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:57:29.373566+00:00,0.0,100.0,0.00043327999999999997,ok
v4_0124,heldout_02,solar_operations,target_clear,neutral,clean,0.2,1.00,80,1,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:57:30.401495+00:00,0.0,100.0,0.00043327999999999997,ok
v4_0125,heldout_02,solar_operations,target_clear,neutral,clean,0.2,1.00,80,2,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:57:31.672968+00:00,0.0,100.0,0.00043327999999999997,ok
v4_0126,heldout_02,solar_operations,target_clear,neutral,clean,0.2,1.00,80,3,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:57:32.447793+00:00,0.0,100.0,0.00043327999999999997,ok
v4_0127,heldout_02,solar_operations,target_clear,neutral,modified,1.0,1.00,0,1,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:57:33.597902+00:00,50.0,50.0,0.00043327999999999997,ok
v4_0128,heldout_02,solar_operations,target_clear,neutral,modified,1.0,1.00,0,2,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:57:34.428674+00:00,50.0,50.0,0.00043327999999999997,ok
v4_0129,heldout_02,solar_operations,target_clear,neutral,modified,1.0,1.00,0,3,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:57:35.530312+00:00,50.0,50.0,0.00043327999999999997,ok
v4_0130,heldout_02,solar_operations,target_clear,neutral,modified,0.9,1.00,10,1,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:57:36.442666+00:00,0.0,100.0,0.00043327999999999997,ok
v4_0131,heldout_02,solar_operations,target_clear,neutral,modified,0.9,1.00,10,2,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:57:37.538651+00:00,50.0,50.0,0.00043327999999999997,ok
v4_0132,heldout_02,solar_operations,target_clear,neutral,modified,0.9,1.00,10,3,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:57:38.543655+00:00,50.0,50.0,0.00043327999999999997,ok
v4_0133,heldout_02,solar_operations,target_clear,neutral,modified,0.8,1.00,20,1,Qwen/Qwen3.6-27B,1.0,1,2026-08-15T22:57:39.460957+00:00,50.0,50.0,0.00043327999999999997,ok
