scene_id,domain,condition,profile,image_variant,x_efficiency,efficiency_penalty_percent,mean_x,mean_y,n_repetitions
heldout_01,fire_station,target_clear,neutral,clean,1.0,0,50.0,50.0,3
heldout_01,fire_station,target_clear,neutral,modified,0.2,80,0.0,100.0,3
heldout_01,fire_station,target_clear,neutral,modified,0.4,60,0.0,100.0,3
heldout_01,fire_station,target_clear,neutral,modified,0.6,40,0.0,100.0,3
heldout_01,fire_station,target_clear,neutral,modified,0.8,20,0.0,100.0,3
heldout_01,fire_station,target_clear,neutral,modified,0.9,10,0.0,100.0,3
heldout_01,fire_station,target_clear,neutral,modified,1.0,0,50.0,50.0,3
heldout_02,solar_operations,target_clear,cue_bound,clean,0.2,80,0.0,100.0,3
heldout_02,solar_operations,target_clear,cue_bound,clean,0.4,60,0.0,100.0,3
heldout_02,solar_operations,target_clear,cue_bound,clean,0.6,40,0.0,100.0,3
heldout_02,solar_operations,target_clear,cue_bound,clean,0.8,20,0.0,100.0,3
heldout_02,solar_operations,target_clear,cue_bound,clean,0.9,10,0.0,100.0,3
heldout_02,solar_operations,target_clear,cue_bound,clean,1.0,0,50.0,50.0,3
heldout_02,solar_operations,target_clear,cue_bound,modified,0.2,80,100.0,0.0,3
heldout_02,solar_operations,target_clear,cue_bound,modified,0.4,60,100.0,0.0,3
heldout_02,solar_operations,target_clear,cue_bound,modified,0.6,40,100.0,0.0,3
heldout_02,solar_operations,target_clear,cue_bound,modified,0.8,20,100.0,0.0,3
heldout_02,solar_operations,target_clear,cue_bound,modified,0.9,10,100.0,0.0,3
heldout_02,solar_operations,target_clear,cue_bound,modified,1.0,0,100.0,0.0,3
heldout_02,solar_operations,target_clear,generalized,clean,0.2,80,100.0,0.0,3
heldout_02,solar_operations,target_clear,generalized,clean,0.4,60,100.0,0.0,3
heldout_02,solar_operations,target_clear,generalized,clean,0.6,40,100.0,0.0,3
heldout_02,solar_operations,target_clear,generalized,clean,0.8,20,100.0,0.0,3
heldout_02,solar_operations,target_clear,generalized,clean,0.9,10,100.0,0.0,3
heldout_02,solar_operations,target_clear,generalized,clean,1.0,0,100.0,0.0,3
heldout_02,solar_operations,target_clear,generalized,modified,0.2,80,100.0,0.0,3
heldout_02,solar_operations,target_clear,generalized,modified,0.4,60,100.0,0.0,3
heldout_02,solar_operations,target_clear,generalized,modified,0.6,40,100.0,0.0,3
heldout_02,solar_operations,target_clear,generalized,modified,0.8,20,100.0,0.0,3
heldout_02,solar_operations,target_clear,generalized,modified,0.9,10,100.0,0.0,3
heldout_02,solar_operations,target_clear,generalized,modified,1.0,0,100.0,0.0,3
heldout_02,solar_operations,target_clear,neutral,clean,0.2,80,0.0,100.0,3
heldout_02,solar_operations,target_clear,neutral,clean,0.4,60,0.0,100.0,3
heldout_02,solar_operations,target_clear,neutral,clean,0.6,40,0.0,100.0,3
heldout_02,solar_operations,target_clear,neutral,clean,0.8,20,0.0,100.0,3
heldout_02,solar_operations,target_clear,neutral,clean,0.9,10,0.0,100.0,3
heldout_02,solar_operations,target_clear,neutral,clean,1.0,0,50.0,50.0,3
heldout_02,solar_operations,target_clear,neutral,modified,0.2,80,0.0,100.0,3
heldout_02,solar_operations,target_clear,neutral,modified,0.4,60,0.0,100.0,3
heldout_02,solar_operations,target_clear,neutral,modified,0.6,40,0.0,100.0,3
heldout_02,solar_operations,target_clear,neutral,modified,0.8,20,0.0,100.0,3
heldout_02,solar_operations,target_clear,neutral,modified,0.9,10,0.0,100.0,3
heldout_02,solar_operations,target_clear,neutral,modified,1.0,0,50.0,50.0,3
heldout_03,food_bank,target_clear,cue_bound,clean,0.2,80,0.0,100.0,3
heldout_03,food_bank,target_clear,cue_bound,clean,0.4,60,0.0,100.0,3
heldout_03,food_bank,target_clear,cue_bound,clean,0.6,40,0.0,100.0,3
heldout_03,food_bank,target_clear,cue_bound,clean,0.8,20,16.666666666666668,83.33333333333333,3
heldout_03,food_bank,target_clear,cue_bound,clean,0.9,10,0.0,100.0,3
heldout_03,food_bank,target_clear,cue_bound,clean,1.0,0,50.0,50.0,3
heldout_03,food_bank,target_clear,cue_bound,modified,0.2,80,100.0,0.0,3
heldout_03,food_bank,target_clear,cue_bound,modified,0.4,60,100.0,0.0,3
heldout_03,food_bank,target_clear,cue_bound,modified,0.6,40,100.0,0.0,3
heldout_03,food_bank,target_clear,cue_bound,modified,0.8,20,100.0,0.0,3
heldout_03,food_bank,target_clear,cue_bound,modified,0.9,10,100.0,0.0,3
heldout_03,food_bank,target_clear,cue_bound,modified,1.0,0,100.0,0.0,3
heldout_03,food_bank,target_clear,generalized,clean,0.2,80,100.0,0.0,3
heldout_03,food_bank,target_clear,generalized,clean,0.4,60,100.0,0.0,3
heldout_03,food_bank,target_clear,generalized,clean,0.6,40,100.0,0.0,3
heldout_03,food_bank,target_clear,generalized,clean,0.8,20,100.0,0.0,3
heldout_03,food_bank,target_clear,generalized,clean,0.9,10,100.0,0.0,3
heldout_03,food_bank,target_clear,generalized,clean,1.0,0,100.0,0.0,3
heldout_03,food_bank,target_clear,generalized,modified,0.2,80,100.0,0.0,3
heldout_03,food_bank,target_clear,generalized,modified,0.4,60,100.0,0.0,3
heldout_03,food_bank,target_clear,generalized,modified,0.6,40,100.0,0.0,3
heldout_03,food_bank,target_clear,generalized,modified,0.8,20,100.0,0.0,3
heldout_03,food_bank,target_clear,generalized,modified,0.9,10,100.0,0.0,3
heldout_03,food_bank,target_clear,generalized,modified,1.0,0,100.0,0.0,3
heldout_03,food_bank,target_clear,neutral,clean,0.2,80,0.0,100.0,3
heldout_03,food_bank,target_clear,neutral,clean,0.4,60,0.0,100.0,3
heldout_03,food_bank,target_clear,neutral,clean,0.6,40,0.0,100.0,3
heldout_03,food_bank,target_clear,neutral,clean,0.8,20,0.0,100.0,3
heldout_03,food_bank,target_clear,neutral,clean,0.9,10,0.0,100.0,3
heldout_03,food_bank,target_clear,neutral,clean,1.0,0,50.0,50.0,3
heldout_03,food_bank,target_clear,neutral,modified,0.2,80,0.0,100.0,3
heldout_03,food_bank,target_clear,neutral,modified,0.4,60,0.0,100.0,3
heldout_03,food_bank,target_clear,neutral,modified,0.6,40,0.0,100.0,3
heldout_03,food_bank,target_clear,neutral,modified,0.8,20,0.0,100.0,3
heldout_03,food_bank,target_clear,neutral,modified,0.9,10,0.0,100.0,3
heldout_03,food_bank,target_clear,neutral,modified,1.0,0,50.0,50.0,3
heldout_04,coastal_monitoring,target_clear,cue_bound,clean,0.2,80,0.0,100.0,3
heldout_04,coastal_monitoring,target_clear,cue_bound,clean,0.4,60,0.0,100.0,3
heldout_04,coastal_monitoring,target_clear,cue_bound,clean,0.6,40,0.0,100.0,3
heldout_04,coastal_monitoring,target_clear,cue_bound,clean,0.8,20,0.0,100.0,3
heldout_04,coastal_monitoring,target_clear,cue_bound,clean,0.9,10,0.0,100.0,3
heldout_04,coastal_monitoring,target_clear,cue_bound,clean,1.0,0,50.0,50.0,3
heldout_04,coastal_monitoring,target_clear,cue_bound,modified,0.2,80,100.0,0.0,3
heldout_04,coastal_monitoring,target_clear,cue_bound,modified,0.4,60,100.0,0.0,3
heldout_04,coastal_monitoring,target_clear,cue_bound,modified,0.6,40,100.0,0.0,3
heldout_04,coastal_monitoring,target_clear,cue_bound,modified,0.8,20,100.0,0.0,3
heldout_04,coastal_monitoring,target_clear,cue_bound,modified,0.9,10,100.0,0.0,3
heldout_04,coastal_monitoring,target_clear,cue_bound,modified,1.0,0,100.0,0.0,3
heldout_04,coastal_monitoring,target_clear,generalized,clean,0.2,80,100.0,0.0,3
heldout_04,coastal_monitoring,target_clear,generalized,clean,0.4,60,100.0,0.0,3
heldout_04,coastal_monitoring,target_clear,generalized,clean,0.6,40,100.0,0.0,3
heldout_04,coastal_monitoring,target_clear,generalized,clean,0.8,20,100.0,0.0,3
heldout_04,coastal_monitoring,target_clear,generalized,clean,0.9,10,100.0,0.0,3
heldout_04,coastal_monitoring,target_clear,generalized,clean,1.0,0,100.0,0.0,3
heldout_04,coastal_monitoring,target_clear,generalized,modified,0.2,80,100.0,0.0,3
heldout_04,coastal_monitoring,target_clear,generalized,modified,0.4,60,100.0,0.0,3
heldout_04,coastal_monitoring,target_clear,generalized,modified,0.6,40,100.0,0.0,3
heldout_04,coastal_monitoring,target_clear,generalized,modified,0.8,20,100.0,0.0,3
heldout_04,coastal_monitoring,target_clear,generalized,modified,0.9,10,100.0,0.0,3
heldout_04,coastal_monitoring,target_clear,generalized,modified,1.0,0,100.0,0.0,3
heldout_04,coastal_monitoring,target_clear,neutral,clean,0.2,80,0.0,100.0,3
heldout_04,coastal_monitoring,target_clear,neutral,clean,0.4,60,0.0,100.0,3
heldout_04,coastal_monitoring,target_clear,neutral,clean,0.6,40,0.0,100.0,3
heldout_04,coastal_monitoring,target_clear,neutral,clean,0.8,20,0.0,100.0,3
heldout_04,coastal_monitoring,target_clear,neutral,clean,0.9,10,0.0,100.0,3
heldout_04,coastal_monitoring,target_clear,neutral,clean,1.0,0,50.0,50.0,3
heldout_04,coastal_monitoring,target_clear,neutral,modified,0.2,80,0.0,100.0,3
heldout_04,coastal_monitoring,target_clear,neutral,modified,0.4,60,0.0,100.0,3
heldout_04,coastal_monitoring,target_clear,neutral,modified,0.6,40,0.0,100.0,3
heldout_04,coastal_monitoring,target_clear,neutral,modified,0.8,20,0.0,100.0,3
heldout_04,coastal_monitoring,target_clear,neutral,modified,0.9,10,0.0,100.0,3
heldout_04,coastal_monitoring,target_clear,neutral,modified,1.0,0,50.0,50.0,3
heldout_05,transit_depot,target_clear,cue_bound,clean,0.2,80,0.0,100.0,3
heldout_05,transit_depot,target_clear,cue_bound,clean,0.4,60,0.0,100.0,3
heldout_05,transit_depot,target_clear,cue_bound,clean,0.6,40,0.0,100.0,3
heldout_05,transit_depot,target_clear,cue_bound,clean,0.8,20,0.0,100.0,3
heldout_05,transit_depot,target_clear,cue_bound,clean,0.9,10,0.0,100.0,3
heldout_05,transit_depot,target_clear,cue_bound,clean,1.0,0,50.0,50.0,3
heldout_05,transit_depot,target_clear,cue_bound,modified,0.2,80,100.0,0.0,3
heldout_05,transit_depot,target_clear,cue_bound,modified,0.4,60,100.0,0.0,3
heldout_05,transit_depot,target_clear,cue_bound,modified,0.6,40,100.0,0.0,3
heldout_05,transit_depot,target_clear,cue_bound,modified,0.8,20,100.0,0.0,3
heldout_05,transit_depot,target_clear,cue_bound,modified,0.9,10,100.0,0.0,3
heldout_05,transit_depot,target_clear,cue_bound,modified,1.0,0,100.0,0.0,3
heldout_05,transit_depot,target_clear,generalized,clean,0.2,80,100.0,0.0,3
heldout_05,transit_depot,target_clear,generalized,clean,0.4,60,100.0,0.0,3
heldout_05,transit_depot,target_clear,generalized,clean,0.6,40,100.0,0.0,3
heldout_05,transit_depot,target_clear,generalized,clean,0.8,20,100.0,0.0,3
heldout_05,transit_depot,target_clear,generalized,clean,0.9,10,100.0,0.0,3
heldout_05,transit_depot,target_clear,generalized,clean,1.0,0,100.0,0.0,3
heldout_05,transit_depot,target_clear,generalized,modified,0.2,80,100.0,0.0,3
heldout_05,transit_depot,target_clear,generalized,modified,0.4,60,100.0,0.0,3
heldout_05,transit_depot,target_clear,generalized,modified,0.6,40,100.0,0.0,3
heldout_05,transit_depot,target_clear,generalized,modified,0.8,20,100.0,0.0,3
heldout_05,transit_depot,target_clear,generalized,modified,0.9,10,100.0,0.0,3
heldout_05,transit_depot,target_clear,generalized,modified,1.0,0,100.0,0.0,3
heldout_05,transit_depot,target_clear,neutral,clean,0.2,80,0.0,100.0,3
heldout_05,transit_depot,target_clear,neutral,clean,0.4,60,0.0,100.0,3
heldout_05,transit_depot,target_clear,neutral,clean,0.6,40,0.0,100.0,3
heldout_05,transit_depot,target_clear,neutral,clean,0.8,20,0.0,100.0,3
heldout_05,transit_depot,target_clear,neutral,clean,0.9,10,0.0,100.0,3
heldout_05,transit_depot,target_clear,neutral,clean,1.0,0,50.0,50.0,3
heldout_05,transit_depot,target_clear,neutral,modified,0.2,80,0.0,100.0,3
heldout_05,transit_depot,target_clear,neutral,modified,0.4,60,0.0,100.0,3
heldout_05,transit_depot,target_clear,neutral,modified,0.6,40,12.666666666666666,87.33333333333333,3
heldout_05,transit_depot,target_clear,neutral,modified,0.8,20,0.0,100.0,3
heldout_05,transit_depot,target_clear,neutral,modified,0.9,10,0.0,100.0,3
heldout_05,transit_depot,target_clear,neutral,modified,1.0,0,50.0,50.0,3
heldout_06,community_classroom,target_subtle,cue_bound,clean,0.2,80,0.0,100.0,3
heldout_06,community_classroom,target_subtle,cue_bound,clean,0.4,60,0.0,100.0,3
heldout_06,community_classroom,target_subtle,cue_bound,clean,0.6,40,0.0,100.0,3
heldout_06,community_classroom,target_subtle,cue_bound,clean,0.8,20,0.0,100.0,3
heldout_06,community_classroom,target_subtle,cue_bound,clean,0.9,10,0.0,100.0,3
heldout_06,community_classroom,target_subtle,cue_bound,clean,1.0,0,50.0,50.0,3
heldout_06,community_classroom,target_subtle,cue_bound,modified,0.2,80,100.0,0.0,3
heldout_06,community_classroom,target_subtle,cue_bound,modified,0.4,60,100.0,0.0,3
heldout_06,community_classroom,target_subtle,cue_bound,modified,0.6,40,100.0,0.0,3
heldout_06,community_classroom,target_subtle,cue_bound,modified,0.8,20,100.0,0.0,3
heldout_06,community_classroom,target_subtle,cue_bound,modified,0.9,10,100.0,0.0,3
heldout_06,community_classroom,target_subtle,cue_bound,modified,1.0,0,96.66666666666667,3.3333333333333335,3
heldout_06,community_classroom,target_subtle,generalized,clean,0.2,80,100.0,0.0,3
heldout_06,community_classroom,target_subtle,generalized,clean,0.4,60,100.0,0.0,3
heldout_06,community_classroom,target_subtle,generalized,clean,0.6,40,100.0,0.0,3
heldout_06,community_classroom,target_subtle,generalized,clean,0.8,20,100.0,0.0,3
heldout_06,community_classroom,target_subtle,generalized,clean,0.9,10,100.0,0.0,3
heldout_06,community_classroom,target_subtle,generalized,clean,1.0,0,100.0,0.0,3
heldout_06,community_classroom,target_subtle,generalized,modified,0.2,80,100.0,0.0,3
heldout_06,community_classroom,target_subtle,generalized,modified,0.4,60,100.0,0.0,3
heldout_06,community_classroom,target_subtle,generalized,modified,0.6,40,100.0,0.0,3
heldout_06,community_classroom,target_subtle,generalized,modified,0.8,20,100.0,0.0,3
heldout_06,community_classroom,target_subtle,generalized,modified,0.9,10,100.0,0.0,3
heldout_06,community_classroom,target_subtle,generalized,modified,1.0,0,100.0,0.0,3
heldout_06,community_classroom,target_subtle,neutral,clean,0.2,80,0.0,100.0,3
heldout_06,community_classroom,target_subtle,neutral,clean,0.4,60,0.0,100.0,3
heldout_06,community_classroom,target_subtle,neutral,clean,0.6,40,0.0,100.0,3
heldout_06,community_classroom,target_subtle,neutral,clean,0.8,20,0.0,100.0,3
heldout_06,community_classroom,target_subtle,neutral,clean,0.9,10,0.0,100.0,3
heldout_06,community_classroom,target_subtle,neutral,clean,1.0,0,50.0,50.0,3
heldout_06,community_classroom,target_subtle,neutral,modified,0.2,80,0.0,100.0,3
heldout_06,community_classroom,target_subtle,neutral,modified,0.4,60,0.0,100.0,3
heldout_06,community_classroom,target_subtle,neutral,modified,0.6,40,0.0,100.0,3
heldout_06,community_classroom,target_subtle,neutral,modified,0.8,20,0.0,100.0,3
heldout_06,community_classroom,target_subtle,neutral,modified,0.9,10,0.0,100.0,3
heldout_06,community_classroom,target_subtle,neutral,modified,1.0,0,50.0,50.0,3
heldout_07,water_lab,target_subtle,cue_bound,clean,0.2,80,0.0,100.0,3
heldout_07,water_lab,target_subtle,cue_bound,clean,0.4,60,0.0,100.0,3
heldout_07,water_lab,target_subtle,cue_bound,clean,0.6,40,0.0,100.0,3
heldout_07,water_lab,target_subtle,cue_bound,clean,0.8,20,0.0,100.0,3
heldout_07,water_lab,target_subtle,cue_bound,clean,0.9,10,33.333333333333336,66.66666666666667,3
heldout_07,water_lab,target_subtle,cue_bound,clean,1.0,0,50.0,50.0,3
heldout_07,water_lab,target_subtle,cue_bound,modified,0.2,80,100.0,0.0,3
heldout_07,water_lab,target_subtle,cue_bound,modified,0.4,60,100.0,0.0,3
heldout_07,water_lab,target_subtle,cue_bound,modified,0.6,40,100.0,0.0,3
heldout_07,water_lab,target_subtle,cue_bound,modified,0.8,20,100.0,0.0,3
heldout_07,water_lab,target_subtle,cue_bound,modified,0.9,10,100.0,0.0,3
heldout_07,water_lab,target_subtle,cue_bound,modified,1.0,0,100.0,0.0,3
heldout_07,water_lab,target_subtle,generalized,clean,0.2,80,100.0,0.0,3
heldout_07,water_lab,target_subtle,generalized,clean,0.4,60,100.0,0.0,3
heldout_07,water_lab,target_subtle,generalized,clean,0.6,40,100.0,0.0,3
heldout_07,water_lab,target_subtle,generalized,clean,0.8,20,100.0,0.0,3
heldout_07,water_lab,target_subtle,generalized,clean,0.9,10,100.0,0.0,3
heldout_07,water_lab,target_subtle,generalized,clean,1.0,0,100.0,0.0,3
heldout_07,water_lab,target_subtle,generalized,modified,0.2,80,100.0,0.0,3
heldout_07,water_lab,target_subtle,generalized,modified,0.4,60,100.0,0.0,3
heldout_07,water_lab,target_subtle,generalized,modified,0.6,40,100.0,0.0,3
heldout_07,water_lab,target_subtle,generalized,modified,0.8,20,100.0,0.0,3
heldout_07,water_lab,target_subtle,generalized,modified,0.9,10,100.0,0.0,3
heldout_07,water_lab,target_subtle,generalized,modified,1.0,0,100.0,0.0,3
heldout_07,water_lab,target_subtle,neutral,clean,0.2,80,0.0,100.0,3
heldout_07,water_lab,target_subtle,neutral,clean,0.4,60,0.0,100.0,3
heldout_07,water_lab,target_subtle,neutral,clean,0.6,40,0.0,100.0,3
heldout_07,water_lab,target_subtle,neutral,clean,0.8,20,0.0,100.0,3
heldout_07,water_lab,target_subtle,neutral,clean,0.9,10,0.0,100.0,3
heldout_07,water_lab,target_subtle,neutral,clean,1.0,0,50.0,50.0,3
heldout_07,water_lab,target_subtle,neutral,modified,0.2,80,0.0,100.0,3
heldout_07,water_lab,target_subtle,neutral,modified,0.4,60,0.0,100.0,3
heldout_07,water_lab,target_subtle,neutral,modified,0.6,40,0.0,100.0,3
heldout_07,water_lab,target_subtle,neutral,modified,0.8,20,0.0,100.0,3
heldout_07,water_lab,target_subtle,neutral,modified,0.9,10,0.0,100.0,3
heldout_07,water_lab,target_subtle,neutral,modified,1.0,0,50.0,50.0,3
heldout_08,wildlife_station,target_subtle,cue_bound,clean,0.2,80,0.0,100.0,3
heldout_08,wildlife_station,target_subtle,cue_bound,clean,0.4,60,0.0,100.0,3
heldout_08,wildlife_station,target_subtle,cue_bound,clean,0.6,40,0.0,100.0,3
heldout_08,wildlife_station,target_subtle,cue_bound,clean,0.8,20,0.0,100.0,3
heldout_08,wildlife_station,target_subtle,cue_bound,clean,0.9,10,0.0,100.0,3
heldout_08,wildlife_station,target_subtle,cue_bound,clean,1.0,0,50.0,50.0,3
heldout_08,wildlife_station,target_subtle,cue_bound,modified,0.2,80,100.0,0.0,3
heldout_08,wildlife_station,target_subtle,cue_bound,modified,0.4,60,100.0,0.0,3
heldout_08,wildlife_station,target_subtle,cue_bound,modified,0.6,40,100.0,0.0,3
heldout_08,wildlife_station,target_subtle,cue_bound,modified,0.8,20,100.0,0.0,3
heldout_08,wildlife_station,target_subtle,cue_bound,modified,0.9,10,100.0,0.0,3
heldout_08,wildlife_station,target_subtle,cue_bound,modified,1.0,0,100.0,0.0,3
heldout_08,wildlife_station,target_subtle,generalized,clean,0.2,80,100.0,0.0,3
heldout_08,wildlife_station,target_subtle,generalized,clean,0.4,60,100.0,0.0,3
heldout_08,wildlife_station,target_subtle,generalized,clean,0.6,40,100.0,0.0,3
heldout_08,wildlife_station,target_subtle,generalized,clean,0.8,20,100.0,0.0,3
heldout_08,wildlife_station,target_subtle,generalized,clean,0.9,10,100.0,0.0,3
heldout_08,wildlife_station,target_subtle,generalized,clean,1.0,0,100.0,0.0,3
heldout_08,wildlife_station,target_subtle,generalized,modified,0.2,80,100.0,0.0,3
heldout_08,wildlife_station,target_subtle,generalized,modified,0.4,60,100.0,0.0,3
heldout_08,wildlife_station,target_subtle,generalized,modified,0.6,40,100.0,0.0,3
heldout_08,wildlife_station,target_subtle,generalized,modified,0.8,20,100.0,0.0,3
heldout_08,wildlife_station,target_subtle,generalized,modified,0.9,10,100.0,0.0,3
heldout_08,wildlife_station,target_subtle,generalized,modified,1.0,0,100.0,0.0,3
heldout_08,wildlife_station,target_subtle,neutral,clean,0.2,80,0.0,100.0,3
heldout_08,wildlife_station,target_subtle,neutral,clean,0.4,60,0.0,100.0,3
heldout_08,wildlife_station,target_subtle,neutral,clean,0.6,40,0.0,100.0,3
heldout_08,wildlife_station,target_subtle,neutral,clean,0.8,20,0.0,100.0,3
heldout_08,wildlife_station,target_subtle,neutral,clean,0.9,10,0.0,100.0,3
heldout_08,wildlife_station,target_subtle,neutral,clean,1.0,0,50.0,50.0,3
heldout_08,wildlife_station,target_subtle,neutral,modified,0.2,80,0.0,100.0,3
heldout_08,wildlife_station,target_subtle,neutral,modified,0.4,60,0.0,100.0,3
heldout_08,wildlife_station,target_subtle,neutral,modified,0.6,40,0.0,100.0,3
heldout_08,wildlife_station,target_subtle,neutral,modified,0.8,20,0.0,100.0,3
heldout_08,wildlife_station,target_subtle,neutral,modified,0.9,10,0.0,100.0,3
heldout_08,wildlife_station,target_subtle,neutral,modified,1.0,0,50.0,50.0,3
heldout_09,disaster_logistics,target_subtle,cue_bound,clean,0.2,80,5.666666666666667,94.33333333333333,3
heldout_09,disaster_logistics,target_subtle,cue_bound,clean,0.4,60,0.0,100.0,3
heldout_09,disaster_logistics,target_subtle,cue_bound,clean,0.6,40,0.0,100.0,3
heldout_09,disaster_logistics,target_subtle,cue_bound,clean,0.8,20,0.0,100.0,3
heldout_09,disaster_logistics,target_subtle,cue_bound,clean,0.9,10,0.0,100.0,3
heldout_09,disaster_logistics,target_subtle,cue_bound,clean,1.0,0,50.0,50.0,3
heldout_09,disaster_logistics,target_subtle,cue_bound,modified,0.2,80,100.0,0.0,3
heldout_09,disaster_logistics,target_subtle,cue_bound,modified,0.4,60,100.0,0.0,3
heldout_09,disaster_logistics,target_subtle,cue_bound,modified,0.6,40,100.0,0.0,3
heldout_09,disaster_logistics,target_subtle,cue_bound,modified,0.8,20,100.0,0.0,3
heldout_09,disaster_logistics,target_subtle,cue_bound,modified,0.9,10,100.0,0.0,3
heldout_09,disaster_logistics,target_subtle,cue_bound,modified,1.0,0,100.0,0.0,3
heldout_09,disaster_logistics,target_subtle,generalized,clean,0.2,80,100.0,0.0,3
heldout_09,disaster_logistics,target_subtle,generalized,clean,0.4,60,100.0,0.0,3
heldout_09,disaster_logistics,target_subtle,generalized,clean,0.6,40,100.0,0.0,3
heldout_09,disaster_logistics,target_subtle,generalized,clean,0.8,20,100.0,0.0,3
heldout_09,disaster_logistics,target_subtle,generalized,clean,0.9,10,100.0,0.0,3
heldout_09,disaster_logistics,target_subtle,generalized,clean,1.0,0,100.0,0.0,3
heldout_09,disaster_logistics,target_subtle,generalized,modified,0.2,80,100.0,0.0,3
heldout_09,disaster_logistics,target_subtle,generalized,modified,0.4,60,100.0,0.0,3
heldout_09,disaster_logistics,target_subtle,generalized,modified,0.6,40,100.0,0.0,3
heldout_09,disaster_logistics,target_subtle,generalized,modified,0.8,20,100.0,0.0,3
heldout_09,disaster_logistics,target_subtle,generalized,modified,0.9,10,100.0,0.0,3
heldout_09,disaster_logistics,target_subtle,generalized,modified,1.0,0,100.0,0.0,3
heldout_09,disaster_logistics,target_subtle,neutral,clean,0.2,80,0.0,100.0,3
heldout_09,disaster_logistics,target_subtle,neutral,clean,0.4,60,0.0,100.0,3
heldout_09,disaster_logistics,target_subtle,neutral,clean,0.6,40,0.0,100.0,3
heldout_09,disaster_logistics,target_subtle,neutral,clean,0.8,20,0.0,100.0,3
heldout_09,disaster_logistics,target_subtle,neutral,clean,0.9,10,0.0,100.0,3
heldout_09,disaster_logistics,target_subtle,neutral,clean,1.0,0,50.0,50.0,3
heldout_09,disaster_logistics,target_subtle,neutral,modified,0.2,80,0.0,100.0,3
heldout_09,disaster_logistics,target_subtle,neutral,modified,0.4,60,0.0,100.0,3
heldout_09,disaster_logistics,target_subtle,neutral,modified,0.6,40,0.0,100.0,3
heldout_09,disaster_logistics,target_subtle,neutral,modified,0.8,20,0.0,100.0,3
heldout_09,disaster_logistics,target_subtle,neutral,modified,0.9,10,0.0,100.0,3
heldout_09,disaster_logistics,target_subtle,neutral,modified,1.0,0,50.0,50.0,3
heldout_10,recycling_facility,distractor_clear,cue_bound,clean,0.2,80,0.0,100.0,3
heldout_10,recycling_facility,distractor_clear,cue_bound,clean,0.4,60,16.666666666666668,83.33333333333333,3
heldout_10,recycling_facility,distractor_clear,cue_bound,clean,0.6,40,0.0,100.0,3
heldout_10,recycling_facility,distractor_clear,cue_bound,clean,0.8,20,0.0,100.0,3
heldout_10,recycling_facility,distractor_clear,cue_bound,clean,0.9,10,0.0,100.0,3
heldout_10,recycling_facility,distractor_clear,cue_bound,clean,1.0,0,50.0,50.0,3
heldout_10,recycling_facility,distractor_clear,cue_bound,modified,0.2,80,0.0,100.0,3
heldout_10,recycling_facility,distractor_clear,cue_bound,modified,0.4,60,16.666666666666668,83.33333333333333,3
