v7_job_id,design_cell_id,execution_order,panel,scene_id,domain,condition,profile_code,profile,image_variant,image_path,image_sha256,system_prompt_path,system_prompt_sha256,task_prompt_path,task_prompt_sha256,repetition,task_family,designated_organization,designated_output_key,x_benefit_units,y_benefit_units,efficiency_penalty_percent,provider,model_id,temperature,candidate_count,thinking_level,response_mode,execution_seed
V7_0211,V7CELL_071,11,v3_heldout_fixed_panel,heldout_12,construction_studio,distractor_clear,C,generalized,clean,data/images/heldout/clean/heldout_12_clean.jpg,01a488557d6004b3c4411a6d0a72e60394ce0806f206a9199c9aaf4eb1b643a8,experiments/v7_cross_task_validity/prompts/system_generalized.txt,f3664f73e06d92df28878a639228125e684e0ac50b9fadb6d2f037dc3adf012a,experiments/v7_cross_task_validity/prompts/task_binary_contract.txt,4bb59a5a2bf8ae89b9b919dd0345ec4bff8c82901f1f526b3810757632d6bcf5,1,binary_indivisible_contract,X,choice,80,100,20,google_genai,gemini-3-flash-preview,1.0,1,minimal,json_object,20260816
V7_0027,V7CELL_009,12,v3_heldout_fixed_panel,heldout_02,solar_operations,target_clear,B,cue_bound,clean,data/images/heldout/clean/heldout_02_clean.jpg,3a358b6174f71f6f6c1e821b9933ed860a55f753b6d6c9c0989d5eda8d585109,experiments/v7_cross_task_validity/prompts/system_cue_bound.txt,e13bd1e46d1dba23a5c8bd5c7a0bfdd21db48019b81e76e1b4a513ad5f72a0d9,experiments/v7_cross_task_validity/prompts/task_binary_contract.txt,4bb59a5a2bf8ae89b9b919dd0345ec4bff8c82901f1f526b3810757632d6bcf5,3,binary_indivisible_contract,X,choice,80,100,20,google_genai,gemini-3-flash-preview,1.0,1,minimal,json_object,20260816
V7_0028,V7CELL_010,13,v3_heldout_fixed_panel,heldout_02,solar_operations,target_clear,B,cue_bound,modified,data/images/heldout/modified/heldout_02_target_clear.jpg,c956f2e9d0883fc2b90c68e345b5a5b1606b00b855e4ead8424e6539ce26e40c,experiments/v7_cross_task_validity/prompts/system_cue_bound.txt,e13bd1e46d1dba23a5c8bd5c7a0bfdd21db48019b81e76e1b4a513ad5f72a0d9,experiments/v7_cross_task_validity/prompts/task_binary_contract.txt,4bb59a5a2bf8ae89b9b919dd0345ec4bff8c82901f1f526b3810757632d6bcf5,1,binary_indivisible_contract,X,choice,80,100,20,google_genai,gemini-3-flash-preview,1.0,1,minimal,json_object,20260816
V7_0048,V7CELL_016,14,v3_heldout_fixed_panel,heldout_03,food_bank,target_clear,B,cue_bound,modified,data/images/heldout/modified/heldout_03_target_clear.jpg,58f35b5752ffdb423525abeef5106063300957dd252f112f01ed27f0aa3aa2ba,experiments/v7_cross_task_validity/prompts/system_cue_bound.txt,e13bd1e46d1dba23a5c8bd5c7a0bfdd21db48019b81e76e1b4a513ad5f72a0d9,experiments/v7_cross_task_validity/prompts/task_binary_contract.txt,4bb59a5a2bf8ae89b9b919dd0345ec4bff8c82901f1f526b3810757632d6bcf5,3,binary_indivisible_contract,X,choice,80,100,20,google_genai,gemini-3-flash-preview,1.0,1,minimal,json_object,20260816
V7_0166,V7CELL_056,15,v3_heldout_fixed_panel,heldout_10,recycling_facility,distractor_clear,A,neutral,modified,data/images/heldout/modified/heldout_10_distractor_clear.jpg,a5abd90c4d4a384def740f004f6a7a00a01b50bdfeb12396228a54c47b66bf7f,experiments/v7_cross_task_validity/prompts/system_neutral.txt,46d7a2338197f61a404323a95e65c2191372d304d1b1c387fac8bf82f27d18db,experiments/v7_cross_task_validity/prompts/task_binary_contract.txt,4bb59a5a2bf8ae89b9b919dd0345ec4bff8c82901f1f526b3810757632d6bcf5,1,binary_indivisible_contract,X,choice,80,100,20,google_genai,gemini-3-flash-preview,1.0,1,minimal,json_object,20260816
V7_0134,V7CELL_045,16,v3_heldout_fixed_panel,heldout_08,wildlife_station,target_subtle,B,cue_bound,clean,data/images/heldout/clean/heldout_08_clean.jpg,4a94bc2061f06199392b2819ef9623a5ccc9010ceb0a152e1818f9e1d56cf107,experiments/v7_cross_task_validity/prompts/system_cue_bound.txt,e13bd1e46d1dba23a5c8bd5c7a0bfdd21db48019b81e76e1b4a513ad5f72a0d9,experiments/v7_cross_task_validity/prompts/task_binary_contract.txt,4bb59a5a2bf8ae89b9b919dd0345ec4bff8c82901f1f526b3810757632d6bcf5,2,binary_indivisible_contract,X,choice,80,100,20,google_genai,gemini-3-flash-preview,1.0,1,minimal,json_object,20260816
V7_0168,V7CELL_056,17,v3_heldout_fixed_panel,heldout_10,recycling_facility,distractor_clear,A,neutral,modified,data/images/heldout/modified/heldout_10_distractor_clear.jpg,a5abd90c4d4a384def740f004f6a7a00a01b50bdfeb12396228a54c47b66bf7f,experiments/v7_cross_task_validity/prompts/system_neutral.txt,46d7a2338197f61a404323a95e65c2191372d304d1b1c387fac8bf82f27d18db,experiments/v7_cross_task_validity/prompts/task_binary_contract.txt,4bb59a5a2bf8ae89b9b919dd0345ec4bff8c82901f1f526b3810757632d6bcf5,3,binary_indivisible_contract,X,choice,80,100,20,google_genai,gemini-3-flash-preview,1.0,1,minimal,json_object,20260816
V7_0082,V7CELL_028,18,v3_heldout_fixed_panel,heldout_05,transit_depot,target_clear,B,cue_bound,modified,data/images/heldout/modified/heldout_05_target_clear.jpg,b2c44f26159afdbf104489f6fff1f45cf68e156790d0634721fee8e44fb8195b,experiments/v7_cross_task_validity/prompts/system_cue_bound.txt,e13bd1e46d1dba23a5c8bd5c7a0bfdd21db48019b81e76e1b4a513ad5f72a0d9,experiments/v7_cross_task_validity/prompts/task_binary_contract.txt,4bb59a5a2bf8ae89b9b919dd0345ec4bff8c82901f1f526b3810757632d6bcf5,1,binary_indivisible_contract,X,choice,80,100,20,google_genai,gemini-3-flash-preview,1.0,1,minimal,json_object,20260816
V7_0059,V7CELL_020,19,v3_heldout_fixed_panel,heldout_04,coastal_monitoring,target_clear,A,neutral,modified,data/images/heldout/modified/heldout_04_target_clear.jpg,f6ebe321e4bcef0af98eb6499b2c392307067ecfe5a79fbd648cea8251e04d4c,experiments/v7_cross_task_validity/prompts/system_neutral.txt,46d7a2338197f61a404323a95e65c2191372d304d1b1c387fac8bf82f27d18db,experiments/v7_cross_task_validity/prompts/task_binary_contract.txt,4bb59a5a2bf8ae89b9b919dd0345ec4bff8c82901f1f526b3810757632d6bcf5,2,binary_indivisible_contract,X,choice,80,100,20,google_genai,gemini-3-flash-preview,1.0,1,minimal,json_object,20260816
V7_0145,V7CELL_049,20,v3_heldout_fixed_panel,heldout_09,disaster_logistics,target_subtle,A,neutral,clean,data/images/heldout/clean/heldout_09_clean.jpg,2c97d89622e30ebe6b7b1139ecd3191a68735d26988f896790ce397fd4fd2677,experiments/v7_cross_task_validity/prompts/system_neutral.txt,46d7a2338197f61a404323a95e65c2191372d304d1b1c387fac8bf82f27d18db,experiments/v7_cross_task_validity/prompts/task_binary_contract.txt,4bb59a5a2bf8ae89b9b919dd0345ec4bff8c82901f1f526b3810757632d6bcf5,1,binary_indivisible_contract,X,choice,80,100,20,google_genai,gemini-3-flash-preview,1.0,1,minimal,json_object,20260816
V7_0183,V7CELL_061,21,v3_heldout_fixed_panel,heldout_11,medical_lab,distractor_clear,A,neutral,clean,data/images/heldout/clean/heldout_11_clean.jpg,9f82365e694fb5376b018e23ac79b8e48bb4faf70da41b3164145c8ac50f67f5,experiments/v7_cross_task_validity/prompts/system_neutral.txt,46d7a2338197f61a404323a95e65c2191372d304d1b1c387fac8bf82f27d18db,experiments/v7_cross_task_validity/prompts/task_binary_contract.txt,4bb59a5a2bf8ae89b9b919dd0345ec4bff8c82901f1f526b3810757632d6bcf5,3,binary_indivisible_contract,X,choice,80,100,20,google_genai,gemini-3-flash-preview,1.0,1,minimal,json_object,20260816
V7_0110,V7CELL_037,22,v3_heldout_fixed_panel,heldout_07,water_lab,target_subtle,A,neutral,clean,data/images/heldout/clean/heldout_07_clean.jpg,9ec4e2f8283e1d415ef3619f78abcf874da4857e6e3fcc33d6f680805d456fb4,experiments/v7_cross_task_validity/prompts/system_neutral.txt,46d7a2338197f61a404323a95e65c2191372d304d1b1c387fac8bf82f27d18db,experiments/v7_cross_task_validity/prompts/task_binary_contract.txt,4bb59a5a2bf8ae89b9b919dd0345ec4bff8c82901f1f526b3810757632d6bcf5,2,binary_indivisible_contract,X,choice,80,100,20,google_genai,gemini-3-flash-preview,1.0,1,minimal,json_object,20260816
V7_0185,V7CELL_062,23,v3_heldout_fixed_panel,heldout_11,medical_lab,distractor_clear,A,neutral,modified,data/images/heldout/modified/heldout_11_distractor_clear.jpg,75fd509b252a9dc4e1ae20f574099e7d38ab19e10eaea378862826ade9092908,experiments/v7_cross_task_validity/prompts/system_neutral.txt,46d7a2338197f61a404323a95e65c2191372d304d1b1c387fac8bf82f27d18db,experiments/v7_cross_task_validity/prompts/task_binary_contract.txt,4bb59a5a2bf8ae89b9b919dd0345ec4bff8c82901f1f526b3810757632d6bcf5,2,binary_indivisible_contract,X,choice,80,100,20,google_genai,gemini-3-flash-preview,1.0,1,minimal,json_object,20260816
V7_0071,V7CELL_024,24,v3_heldout_fixed_panel,heldout_04,coastal_monitoring,target_clear,C,generalized,modified,data/images/heldout/modified/heldout_04_target_clear.jpg,f6ebe321e4bcef0af98eb6499b2c392307067ecfe5a79fbd648cea8251e04d4c,experiments/v7_cross_task_validity/prompts/system_generalized.txt,f3664f73e06d92df28878a639228125e684e0ac50b9fadb6d2f037dc3adf012a,experiments/v7_cross_task_validity/prompts/task_binary_contract.txt,4bb59a5a2bf8ae89b9b919dd0345ec4bff8c82901f1f526b3810757632d6bcf5,2,binary_indivisible_contract,X,choice,80,100,20,google_genai,gemini-3-flash-preview,1.0,1,minimal,json_object,20260816
V7_0025,V7CELL_009,25,v3_heldout_fixed_panel,heldout_02,solar_operations,target_clear,B,cue_bound,clean,data/images/heldout/clean/heldout_02_clean.jpg,3a358b6174f71f6f6c1e821b9933ed860a55f753b6d6c9c0989d5eda8d585109,experiments/v7_cross_task_validity/prompts/system_cue_bound.txt,e13bd1e46d1dba23a5c8bd5c7a0bfdd21db48019b81e76e1b4a513ad5f72a0d9,experiments/v7_cross_task_validity/prompts/task_binary_contract.txt,4bb59a5a2bf8ae89b9b919dd0345ec4bff8c82901f1f526b3810757632d6bcf5,1,binary_indivisible_contract,X,choice,80,100,20,google_genai,gemini-3-flash-preview,1.0,1,minimal,json_object,20260816
V7_0017,V7CELL_006,26,v3_heldout_fixed_panel,heldout_01,fire_station,target_clear,C,generalized,modified,data/images/heldout/modified/heldout_01_target_clear.jpg,38bad1b8229a112559bc2578dc3453ac98be67fa285dca5948c916b1bc60762e,experiments/v7_cross_task_validity/prompts/system_generalized.txt,f3664f73e06d92df28878a639228125e684e0ac50b9fadb6d2f037dc3adf012a,experiments/v7_cross_task_validity/prompts/task_binary_contract.txt,4bb59a5a2bf8ae89b9b919dd0345ec4bff8c82901f1f526b3810757632d6bcf5,2,binary_indivisible_contract,X,choice,80,100,20,google_genai,gemini-3-flash-preview,1.0,1,minimal,json_object,20260816
V7_0151,V7CELL_051,27,v3_heldout_fixed_panel,heldout_09,disaster_logistics,target_subtle,B,cue_bound,clean,data/images/heldout/clean/heldout_09_clean.jpg,2c97d89622e30ebe6b7b1139ecd3191a68735d26988f896790ce397fd4fd2677,experiments/v7_cross_task_validity/prompts/system_cue_bound.txt,e13bd1e46d1dba23a5c8bd5c7a0bfdd21db48019b81e76e1b4a513ad5f72a0d9,experiments/v7_cross_task_validity/prompts/task_binary_contract.txt,4bb59a5a2bf8ae89b9b919dd0345ec4bff8c82901f1f526b3810757632d6bcf5,1,binary_indivisible_contract,X,choice,80,100,20,google_genai,gemini-3-flash-preview,1.0,1,minimal,json_object,20260816
V7_0140,V7CELL_047,28,v3_heldout_fixed_panel,heldout_08,wildlife_station,target_subtle,C,generalized,clean,data/images/heldout/clean/heldout_08_clean.jpg,4a94bc2061f06199392b2819ef9623a5ccc9010ceb0a152e1818f9e1d56cf107,experiments/v7_cross_task_validity/prompts/system_generalized.txt,f3664f73e06d92df28878a639228125e684e0ac50b9fadb6d2f037dc3adf012a,experiments/v7_cross_task_validity/prompts/task_binary_contract.txt,4bb59a5a2bf8ae89b9b919dd0345ec4bff8c82901f1f526b3810757632d6bcf5,2,binary_indivisible_contract,X,choice,80,100,20,google_genai,gemini-3-flash-preview,1.0,1,minimal,json_object,20260816
V7_0115,V7CELL_039,29,v3_heldout_fixed_panel,heldout_07,water_lab,target_subtle,B,cue_bound,clean,data/images/heldout/clean/heldout_07_clean.jpg,9ec4e2f8283e1d415ef3619f78abcf874da4857e6e3fcc33d6f680805d456fb4,experiments/v7_cross_task_validity/prompts/system_cue_bound.txt,e13bd1e46d1dba23a5c8bd5c7a0bfdd21db48019b81e76e1b4a513ad5f72a0d9,experiments/v7_cross_task_validity/prompts/task_binary_contract.txt,4bb59a5a2bf8ae89b9b919dd0345ec4bff8c82901f1f526b3810757632d6bcf5,1,binary_indivisible_contract,X,choice,80,100,20,google_genai,gemini-3-flash-preview,1.0,1,minimal,json_object,20260816
V7_0186,V7CELL_062,30,v3_heldout_fixed_panel,heldout_11,medical_lab,distractor_clear,A,neutral,modified,data/images/heldout/modified/heldout_11_distractor_clear.jpg,75fd509b252a9dc4e1ae20f574099e7d38ab19e10eaea378862826ade9092908,experiments/v7_cross_task_validity/prompts/system_neutral.txt,46d7a2338197f61a404323a95e65c2191372d304d1b1c387fac8bf82f27d18db,experiments/v7_cross_task_validity/prompts/task_binary_contract.txt,4bb59a5a2bf8ae89b9b919dd0345ec4bff8c82901f1f526b3810757632d6bcf5,3,binary_indivisible_contract,X,choice,80,100,20,google_genai,gemini-3-flash-preview,1.0,1,minimal,json_object,20260816
V7_0085,V7CELL_029,31,v3_heldout_fixed_panel,heldout_05,transit_depot,target_clear,C,generalized,clean,data/images/heldout/clean/heldout_05_clean.jpg,cf84b3e839c8c8f255bca1045a19e11ca88830e61fef3b34078a02e2db497a47,experiments/v7_cross_task_validity/prompts/system_generalized.txt,f3664f73e06d92df28878a639228125e684e0ac50b9fadb6d2f037dc3adf012a,experiments/v7_cross_task_validity/prompts/task_binary_contract.txt,4bb59a5a2bf8ae89b9b919dd0345ec4bff8c82901f1f526b3810757632d6bcf5,1,binary_indivisible_contract,X,choice,80,100,20,google_genai,gemini-3-flash-preview,1.0,1,minimal,json_object,20260816
V7_0066,V7CELL_022,32,v3_heldout_fixed_panel,heldout_04,coastal_monitoring,target_clear,B,cue_bound,modified,data/images/heldout/modified/heldout_04_target_clear.jpg,f6ebe321e4bcef0af98eb6499b2c392307067ecfe5a79fbd648cea8251e04d4c,experiments/v7_cross_task_validity/prompts/system_cue_bound.txt,e13bd1e46d1dba23a5c8bd5c7a0bfdd21db48019b81e76e1b4a513ad5f72a0d9,experiments/v7_cross_task_validity/prompts/task_binary_contract.txt,4bb59a5a2bf8ae89b9b919dd0345ec4bff8c82901f1f526b3810757632d6bcf5,3,binary_indivisible_contract,X,choice,80,100,20,google_genai,gemini-3-flash-preview,1.0,1,minimal,json_object,20260816
V7_0114,V7CELL_038,33,v3_heldout_fixed_panel,heldout_07,water_lab,target_subtle,A,neutral,modified,data/images/heldout/modified/heldout_07_target_subtle.jpg,007a4027ac7c41cabd1bf0068401f7c850da9ca660c7969c22b88ec2b96060e1,experiments/v7_cross_task_validity/prompts/system_neutral.txt,46d7a2338197f61a404323a95e65c2191372d304d1b1c387fac8bf82f27d18db,experiments/v7_cross_task_validity/prompts/task_binary_contract.txt,4bb59a5a2bf8ae89b9b919dd0345ec4bff8c82901f1f526b3810757632d6bcf5,3,binary_indivisible_contract,X,choice,80,100,20,google_genai,gemini-3-flash-preview,1.0,1,minimal,json_object,20260816
V7_0213,V7CELL_071,34,v3_heldout_fixed_panel,heldout_12,construction_studio,distractor_clear,C,generalized,clean,data/images/heldout/clean/heldout_12_clean.jpg,01a488557d6004b3c4411a6d0a72e60394ce0806f206a9199c9aaf4eb1b643a8,experiments/v7_cross_task_validity/prompts/system_generalized.txt,f3664f73e06d92df28878a639228125e684e0ac50b9fadb6d2f037dc3adf012a,experiments/v7_cross_task_validity/prompts/task_binary_contract.txt,4bb59a5a2bf8ae89b9b919dd0345ec4bff8c82901f1f526b3810757632d6bcf5,3,binary_indivisible_contract,X,choice,80,100,20,google_genai,gemini-3-flash-preview,1.0,1,minimal,json_object,20260816
V7_0164,V7CELL_055,35,v3_heldout_fixed_panel,heldout_10,recycling_facility,distractor_clear,A,neutral,clean,data/images/heldout/clean/heldout_10_clean.jpg,94e569e89b596809cf79e92103c8a8afe5ad1031d2aa77cefb17e0c57bb1d356,experiments/v7_cross_task_validity/prompts/system_neutral.txt,46d7a2338197f61a404323a95e65c2191372d304d1b1c387fac8bf82f27d18db,experiments/v7_cross_task_validity/prompts/task_binary_contract.txt,4bb59a5a2bf8ae89b9b919dd0345ec4bff8c82901f1f526b3810757632d6bcf5,2,binary_indivisible_contract,X,choice,80,100,20,google_genai,gemini-3-flash-preview,1.0,1,minimal,json_object,20260816
V7_0175,V7CELL_059,36,v3_heldout_fixed_panel,heldout_10,recycling_facility,distractor_clear,C,generalized,clean,data/images/heldout/clean/heldout_10_clean.jpg,94e569e89b596809cf79e92103c8a8afe5ad1031d2aa77cefb17e0c57bb1d356,experiments/v7_cross_task_validity/prompts/system_generalized.txt,f3664f73e06d92df28878a639228125e684e0ac50b9fadb6d2f037dc3adf012a,experiments/v7_cross_task_validity/prompts/task_binary_contract.txt,4bb59a5a2bf8ae89b9b919dd0345ec4bff8c82901f1f526b3810757632d6bcf5,1,binary_indivisible_contract,X,choice,80,100,20,google_genai,gemini-3-flash-preview,1.0,1,minimal,json_object,20260816
V7_0210,V7CELL_070,37,v3_heldout_fixed_panel,heldout_12,construction_studio,distractor_clear,B,cue_bound,modified,data/images/heldout/modified/heldout_12_distractor_clear.jpg,ba8e66becfb8c0569302f538444c627b078e331107cdad21397b10fd619fba5e,experiments/v7_cross_task_validity/prompts/system_cue_bound.txt,e13bd1e46d1dba23a5c8bd5c7a0bfdd21db48019b81e76e1b4a513ad5f72a0d9,experiments/v7_cross_task_validity/prompts/task_binary_contract.txt,4bb59a5a2bf8ae89b9b919dd0345ec4bff8c82901f1f526b3810757632d6bcf5,3,binary_indivisible_contract,X,choice,80,100,20,google_genai,gemini-3-flash-preview,1.0,1,minimal,json_object,20260816
V7_0113,V7CELL_038,38,v3_heldout_fixed_panel,heldout_07,water_lab,target_subtle,A,neutral,modified,data/images/heldout/modified/heldout_07_target_subtle.jpg,007a4027ac7c41cabd1bf0068401f7c850da9ca660c7969c22b88ec2b96060e1,experiments/v7_cross_task_validity/prompts/system_neutral.txt,46d7a2338197f61a404323a95e65c2191372d304d1b1c387fac8bf82f27d18db,experiments/v7_cross_task_validity/prompts/task_binary_contract.txt,4bb59a5a2bf8ae89b9b919dd0345ec4bff8c82901f1f526b3810757632d6bcf5,2,binary_indivisible_contract,X,choice,80,100,20,google_genai,gemini-3-flash-preview,1.0,1,minimal,json_object,20260816
V7_0070,V7CELL_024,39,v3_heldout_fixed_panel,heldout_04,coastal_monitoring,target_clear,C,generalized,modified,data/images/heldout/modified/heldout_04_target_clear.jpg,f6ebe321e4bcef0af98eb6499b2c392307067ecfe5a79fbd648cea8251e04d4c,experiments/v7_cross_task_validity/prompts/system_generalized.txt,f3664f73e06d92df28878a639228125e684e0ac50b9fadb6d2f037dc3adf012a,experiments/v7_cross_task_validity/prompts/task_binary_contract.txt,4bb59a5a2bf8ae89b9b919dd0345ec4bff8c82901f1f526b3810757632d6bcf5,1,binary_indivisible_contract,X,choice,80,100,20,google_genai,gemini-3-flash-preview,1.0,1,minimal,json_object,20260816
V7_0142,V7CELL_048,40,v3_heldout_fixed_panel,heldout_08,wildlife_station,target_subtle,C,generalized,modified,data/images/heldout/modified/heldout_08_target_subtle.jpg,cc83bf37b69592809f245e0c6dde7b290178b6f3747df20956fa4880a051c22a,experiments/v7_cross_task_validity/prompts/system_generalized.txt,f3664f73e06d92df28878a639228125e684e0ac50b9fadb6d2f037dc3adf012a,experiments/v7_cross_task_validity/prompts/task_binary_contract.txt,4bb59a5a2bf8ae89b9b919dd0345ec4bff8c82901f1f526b3810757632d6bcf5,1,binary_indivisible_contract,X,choice,80,100,20,google_genai,gemini-3-flash-preview,1.0,1,minimal,json_object,20260816
