job_id,scene_id,panel,domain,condition,profile,system_prompt_path,image_variant,image_path,image_sha256,cost_level,x_efficiency,y_efficiency,efficiency_penalty_percent,task_prompt_path,task_prompt_sha256,system_prompt_sha256,repetition,v5_job_id,robustness_variant,v5_profile,v5_system_prompt_path,v5_task_prompt_path,designated_organization,designated_output_key,source_v4_job_id
v4_0062,heldout_01,v3_heldout_fixed_panel,fire_station,target_clear,cue_bound,prompts/system_cue_bound.txt,modified,data/images/heldout/modified/heldout_01_target_clear.jpg,38bad1b8229a112559bc2578dc3453ac98be67fa285dca5948c916b1bc60762e,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,33ff7ba12da9c25a3728e0c96b2f3fd67c0d1bd0c536af71e6ec6e8de843a859,2,V5_0011,P0,cue_bound,experiments/v5_robustness/prompts/P0/system_cue_bound.txt,experiments/v5_robustness/prompts/P0/task_costly.txt,X,x,v4_0062
v4_0063,heldout_01,v3_heldout_fixed_panel,fire_station,target_clear,cue_bound,prompts/system_cue_bound.txt,modified,data/images/heldout/modified/heldout_01_target_clear.jpg,38bad1b8229a112559bc2578dc3453ac98be67fa285dca5948c916b1bc60762e,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,33ff7ba12da9c25a3728e0c96b2f3fd67c0d1bd0c536af71e6ec6e8de843a859,3,V5_0012,P0,cue_bound,experiments/v5_robustness/prompts/P0/system_cue_bound.txt,experiments/v5_robustness/prompts/P0/task_costly.txt,X,x,v4_0063
v4_0079,heldout_01,v3_heldout_fixed_panel,fire_station,target_clear,generalized,prompts/system_generalized.txt,clean,data/images/heldout/clean/heldout_01_clean.jpg,37f160e5feea67112d6ee50b438afc73eaf10a8a61b6818c2ec346532f509f92,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,1b17f7d53eb5fb6e22076dfc0961ade0c3f463f9c1e3ddd053e82bc8990faa80,1,V5_0013,P0,generalized,experiments/v5_robustness/prompts/P0/system_generalized.txt,experiments/v5_robustness/prompts/P0/task_costly.txt,X,x,v4_0079
v4_0080,heldout_01,v3_heldout_fixed_panel,fire_station,target_clear,generalized,prompts/system_generalized.txt,clean,data/images/heldout/clean/heldout_01_clean.jpg,37f160e5feea67112d6ee50b438afc73eaf10a8a61b6818c2ec346532f509f92,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,1b17f7d53eb5fb6e22076dfc0961ade0c3f463f9c1e3ddd053e82bc8990faa80,2,V5_0014,P0,generalized,experiments/v5_robustness/prompts/P0/system_generalized.txt,experiments/v5_robustness/prompts/P0/task_costly.txt,X,x,v4_0080
v4_0081,heldout_01,v3_heldout_fixed_panel,fire_station,target_clear,generalized,prompts/system_generalized.txt,clean,data/images/heldout/clean/heldout_01_clean.jpg,37f160e5feea67112d6ee50b438afc73eaf10a8a61b6818c2ec346532f509f92,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,1b17f7d53eb5fb6e22076dfc0961ade0c3f463f9c1e3ddd053e82bc8990faa80,3,V5_0015,P0,generalized,experiments/v5_robustness/prompts/P0/system_generalized.txt,experiments/v5_robustness/prompts/P0/task_costly.txt,X,x,v4_0081
v4_0097,heldout_01,v3_heldout_fixed_panel,fire_station,target_clear,generalized,prompts/system_generalized.txt,modified,data/images/heldout/modified/heldout_01_target_clear.jpg,38bad1b8229a112559bc2578dc3453ac98be67fa285dca5948c916b1bc60762e,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,1b17f7d53eb5fb6e22076dfc0961ade0c3f463f9c1e3ddd053e82bc8990faa80,1,V5_0016,P0,generalized,experiments/v5_robustness/prompts/P0/system_generalized.txt,experiments/v5_robustness/prompts/P0/task_costly.txt,X,x,v4_0097
v4_0098,heldout_01,v3_heldout_fixed_panel,fire_station,target_clear,generalized,prompts/system_generalized.txt,modified,data/images/heldout/modified/heldout_01_target_clear.jpg,38bad1b8229a112559bc2578dc3453ac98be67fa285dca5948c916b1bc60762e,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,1b17f7d53eb5fb6e22076dfc0961ade0c3f463f9c1e3ddd053e82bc8990faa80,2,V5_0017,P0,generalized,experiments/v5_robustness/prompts/P0/system_generalized.txt,experiments/v5_robustness/prompts/P0/task_costly.txt,X,x,v4_0098
v4_0099,heldout_01,v3_heldout_fixed_panel,fire_station,target_clear,generalized,prompts/system_generalized.txt,modified,data/images/heldout/modified/heldout_01_target_clear.jpg,38bad1b8229a112559bc2578dc3453ac98be67fa285dca5948c916b1bc60762e,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,1b17f7d53eb5fb6e22076dfc0961ade0c3f463f9c1e3ddd053e82bc8990faa80,3,V5_0018,P0,generalized,experiments/v5_robustness/prompts/P0/system_generalized.txt,experiments/v5_robustness/prompts/P0/task_costly.txt,X,x,v4_0099
v4_0115,heldout_02,v3_heldout_fixed_panel,solar_operations,target_clear,neutral,prompts/system_neutral.txt,clean,data/images/heldout/clean/heldout_02_clean.jpg,3a358b6174f71f6f6c1e821b9933ed860a55f753b6d6c9c0989d5eda8d585109,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,b869f42ea3921777da5fad071f646050045f98fb0d17a8e359dca487cb84ad2e,1,V5_0019,P0,neutral,experiments/v5_robustness/prompts/P0/system_neutral.txt,experiments/v5_robustness/prompts/P0/task_costly.txt,X,x,v4_0115
v4_0116,heldout_02,v3_heldout_fixed_panel,solar_operations,target_clear,neutral,prompts/system_neutral.txt,clean,data/images/heldout/clean/heldout_02_clean.jpg,3a358b6174f71f6f6c1e821b9933ed860a55f753b6d6c9c0989d5eda8d585109,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,b869f42ea3921777da5fad071f646050045f98fb0d17a8e359dca487cb84ad2e,2,V5_0020,P0,neutral,experiments/v5_robustness/prompts/P0/system_neutral.txt,experiments/v5_robustness/prompts/P0/task_costly.txt,X,x,v4_0116
v4_0117,heldout_02,v3_heldout_fixed_panel,solar_operations,target_clear,neutral,prompts/system_neutral.txt,clean,data/images/heldout/clean/heldout_02_clean.jpg,3a358b6174f71f6f6c1e821b9933ed860a55f753b6d6c9c0989d5eda8d585109,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,b869f42ea3921777da5fad071f646050045f98fb0d17a8e359dca487cb84ad2e,3,V5_0021,P0,neutral,experiments/v5_robustness/prompts/P0/system_neutral.txt,experiments/v5_robustness/prompts/P0/task_costly.txt,X,x,v4_0117
v4_0133,heldout_02,v3_heldout_fixed_panel,solar_operations,target_clear,neutral,prompts/system_neutral.txt,modified,data/images/heldout/modified/heldout_02_target_clear.jpg,c956f2e9d0883fc2b90c68e345b5a5b1606b00b855e4ead8424e6539ce26e40c,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,b869f42ea3921777da5fad071f646050045f98fb0d17a8e359dca487cb84ad2e,1,V5_0022,P0,neutral,experiments/v5_robustness/prompts/P0/system_neutral.txt,experiments/v5_robustness/prompts/P0/task_costly.txt,X,x,v4_0133
v4_0134,heldout_02,v3_heldout_fixed_panel,solar_operations,target_clear,neutral,prompts/system_neutral.txt,modified,data/images/heldout/modified/heldout_02_target_clear.jpg,c956f2e9d0883fc2b90c68e345b5a5b1606b00b855e4ead8424e6539ce26e40c,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,b869f42ea3921777da5fad071f646050045f98fb0d17a8e359dca487cb84ad2e,2,V5_0023,P0,neutral,experiments/v5_robustness/prompts/P0/system_neutral.txt,experiments/v5_robustness/prompts/P0/task_costly.txt,X,x,v4_0134
v4_0135,heldout_02,v3_heldout_fixed_panel,solar_operations,target_clear,neutral,prompts/system_neutral.txt,modified,data/images/heldout/modified/heldout_02_target_clear.jpg,c956f2e9d0883fc2b90c68e345b5a5b1606b00b855e4ead8424e6539ce26e40c,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,b869f42ea3921777da5fad071f646050045f98fb0d17a8e359dca487cb84ad2e,3,V5_0024,P0,neutral,experiments/v5_robustness/prompts/P0/system_neutral.txt,experiments/v5_robustness/prompts/P0/task_costly.txt,X,x,v4_0135
v4_0151,heldout_02,v3_heldout_fixed_panel,solar_operations,target_clear,cue_bound,prompts/system_cue_bound.txt,clean,data/images/heldout/clean/heldout_02_clean.jpg,3a358b6174f71f6f6c1e821b9933ed860a55f753b6d6c9c0989d5eda8d585109,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,33ff7ba12da9c25a3728e0c96b2f3fd67c0d1bd0c536af71e6ec6e8de843a859,1,V5_0025,P0,cue_bound,experiments/v5_robustness/prompts/P0/system_cue_bound.txt,experiments/v5_robustness/prompts/P0/task_costly.txt,X,x,v4_0151
v4_0152,heldout_02,v3_heldout_fixed_panel,solar_operations,target_clear,cue_bound,prompts/system_cue_bound.txt,clean,data/images/heldout/clean/heldout_02_clean.jpg,3a358b6174f71f6f6c1e821b9933ed860a55f753b6d6c9c0989d5eda8d585109,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,33ff7ba12da9c25a3728e0c96b2f3fd67c0d1bd0c536af71e6ec6e8de843a859,2,V5_0026,P0,cue_bound,experiments/v5_robustness/prompts/P0/system_cue_bound.txt,experiments/v5_robustness/prompts/P0/task_costly.txt,X,x,v4_0152
v4_0153,heldout_02,v3_heldout_fixed_panel,solar_operations,target_clear,cue_bound,prompts/system_cue_bound.txt,clean,data/images/heldout/clean/heldout_02_clean.jpg,3a358b6174f71f6f6c1e821b9933ed860a55f753b6d6c9c0989d5eda8d585109,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,33ff7ba12da9c25a3728e0c96b2f3fd67c0d1bd0c536af71e6ec6e8de843a859,3,V5_0027,P0,cue_bound,experiments/v5_robustness/prompts/P0/system_cue_bound.txt,experiments/v5_robustness/prompts/P0/task_costly.txt,X,x,v4_0153
v4_0169,heldout_02,v3_heldout_fixed_panel,solar_operations,target_clear,cue_bound,prompts/system_cue_bound.txt,modified,data/images/heldout/modified/heldout_02_target_clear.jpg,c956f2e9d0883fc2b90c68e345b5a5b1606b00b855e4ead8424e6539ce26e40c,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,33ff7ba12da9c25a3728e0c96b2f3fd67c0d1bd0c536af71e6ec6e8de843a859,1,V5_0028,P0,cue_bound,experiments/v5_robustness/prompts/P0/system_cue_bound.txt,experiments/v5_robustness/prompts/P0/task_costly.txt,X,x,v4_0169
v4_0170,heldout_02,v3_heldout_fixed_panel,solar_operations,target_clear,cue_bound,prompts/system_cue_bound.txt,modified,data/images/heldout/modified/heldout_02_target_clear.jpg,c956f2e9d0883fc2b90c68e345b5a5b1606b00b855e4ead8424e6539ce26e40c,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,33ff7ba12da9c25a3728e0c96b2f3fd67c0d1bd0c536af71e6ec6e8de843a859,2,V5_0029,P0,cue_bound,experiments/v5_robustness/prompts/P0/system_cue_bound.txt,experiments/v5_robustness/prompts/P0/task_costly.txt,X,x,v4_0170
v4_0171,heldout_02,v3_heldout_fixed_panel,solar_operations,target_clear,cue_bound,prompts/system_cue_bound.txt,modified,data/images/heldout/modified/heldout_02_target_clear.jpg,c956f2e9d0883fc2b90c68e345b5a5b1606b00b855e4ead8424e6539ce26e40c,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,33ff7ba12da9c25a3728e0c96b2f3fd67c0d1bd0c536af71e6ec6e8de843a859,3,V5_0030,P0,cue_bound,experiments/v5_robustness/prompts/P0/system_cue_bound.txt,experiments/v5_robustness/prompts/P0/task_costly.txt,X,x,v4_0171
v4_0187,heldout_02,v3_heldout_fixed_panel,solar_operations,target_clear,generalized,prompts/system_generalized.txt,clean,data/images/heldout/clean/heldout_02_clean.jpg,3a358b6174f71f6f6c1e821b9933ed860a55f753b6d6c9c0989d5eda8d585109,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,1b17f7d53eb5fb6e22076dfc0961ade0c3f463f9c1e3ddd053e82bc8990faa80,1,V5_0031,P0,generalized,experiments/v5_robustness/prompts/P0/system_generalized.txt,experiments/v5_robustness/prompts/P0/task_costly.txt,X,x,v4_0187
v4_0188,heldout_02,v3_heldout_fixed_panel,solar_operations,target_clear,generalized,prompts/system_generalized.txt,clean,data/images/heldout/clean/heldout_02_clean.jpg,3a358b6174f71f6f6c1e821b9933ed860a55f753b6d6c9c0989d5eda8d585109,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,1b17f7d53eb5fb6e22076dfc0961ade0c3f463f9c1e3ddd053e82bc8990faa80,2,V5_0032,P0,generalized,experiments/v5_robustness/prompts/P0/system_generalized.txt,experiments/v5_robustness/prompts/P0/task_costly.txt,X,x,v4_0188
v4_0189,heldout_02,v3_heldout_fixed_panel,solar_operations,target_clear,generalized,prompts/system_generalized.txt,clean,data/images/heldout/clean/heldout_02_clean.jpg,3a358b6174f71f6f6c1e821b9933ed860a55f753b6d6c9c0989d5eda8d585109,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,1b17f7d53eb5fb6e22076dfc0961ade0c3f463f9c1e3ddd053e82bc8990faa80,3,V5_0033,P0,generalized,experiments/v5_robustness/prompts/P0/system_generalized.txt,experiments/v5_robustness/prompts/P0/task_costly.txt,X,x,v4_0189
v4_0205,heldout_02,v3_heldout_fixed_panel,solar_operations,target_clear,generalized,prompts/system_generalized.txt,modified,data/images/heldout/modified/heldout_02_target_clear.jpg,c956f2e9d0883fc2b90c68e345b5a5b1606b00b855e4ead8424e6539ce26e40c,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,1b17f7d53eb5fb6e22076dfc0961ade0c3f463f9c1e3ddd053e82bc8990faa80,1,V5_0034,P0,generalized,experiments/v5_robustness/prompts/P0/system_generalized.txt,experiments/v5_robustness/prompts/P0/task_costly.txt,X,x,v4_0205
v4_0206,heldout_02,v3_heldout_fixed_panel,solar_operations,target_clear,generalized,prompts/system_generalized.txt,modified,data/images/heldout/modified/heldout_02_target_clear.jpg,c956f2e9d0883fc2b90c68e345b5a5b1606b00b855e4ead8424e6539ce26e40c,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,1b17f7d53eb5fb6e22076dfc0961ade0c3f463f9c1e3ddd053e82bc8990faa80,2,V5_0035,P0,generalized,experiments/v5_robustness/prompts/P0/system_generalized.txt,experiments/v5_robustness/prompts/P0/task_costly.txt,X,x,v4_0206
v4_0207,heldout_02,v3_heldout_fixed_panel,solar_operations,target_clear,generalized,prompts/system_generalized.txt,modified,data/images/heldout/modified/heldout_02_target_clear.jpg,c956f2e9d0883fc2b90c68e345b5a5b1606b00b855e4ead8424e6539ce26e40c,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,1b17f7d53eb5fb6e22076dfc0961ade0c3f463f9c1e3ddd053e82bc8990faa80,3,V5_0036,P0,generalized,experiments/v5_robustness/prompts/P0/system_generalized.txt,experiments/v5_robustness/prompts/P0/task_costly.txt,X,x,v4_0207
v4_0223,heldout_03,v3_heldout_fixed_panel,food_bank,target_clear,neutral,prompts/system_neutral.txt,clean,data/images/heldout/clean/heldout_03_clean.jpg,f00311f5ddf53e8c00034e50edc09b1482d0faaa9e283040c721b86f80031d29,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,b869f42ea3921777da5fad071f646050045f98fb0d17a8e359dca487cb84ad2e,1,V5_0037,P0,neutral,experiments/v5_robustness/prompts/P0/system_neutral.txt,experiments/v5_robustness/prompts/P0/task_costly.txt,X,x,v4_0223
v4_0224,heldout_03,v3_heldout_fixed_panel,food_bank,target_clear,neutral,prompts/system_neutral.txt,clean,data/images/heldout/clean/heldout_03_clean.jpg,f00311f5ddf53e8c00034e50edc09b1482d0faaa9e283040c721b86f80031d29,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,b869f42ea3921777da5fad071f646050045f98fb0d17a8e359dca487cb84ad2e,2,V5_0038,P0,neutral,experiments/v5_robustness/prompts/P0/system_neutral.txt,experiments/v5_robustness/prompts/P0/task_costly.txt,X,x,v4_0224
v4_0225,heldout_03,v3_heldout_fixed_panel,food_bank,target_clear,neutral,prompts/system_neutral.txt,clean,data/images/heldout/clean/heldout_03_clean.jpg,f00311f5ddf53e8c00034e50edc09b1482d0faaa9e283040c721b86f80031d29,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,b869f42ea3921777da5fad071f646050045f98fb0d17a8e359dca487cb84ad2e,3,V5_0039,P0,neutral,experiments/v5_robustness/prompts/P0/system_neutral.txt,experiments/v5_robustness/prompts/P0/task_costly.txt,X,x,v4_0225
v4_0241,heldout_03,v3_heldout_fixed_panel,food_bank,target_clear,neutral,prompts/system_neutral.txt,modified,data/images/heldout/modified/heldout_03_target_clear.jpg,58f35b5752ffdb423525abeef5106063300957dd252f112f01ed27f0aa3aa2ba,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,b869f42ea3921777da5fad071f646050045f98fb0d17a8e359dca487cb84ad2e,1,V5_0040,P0,neutral,experiments/v5_robustness/prompts/P0/system_neutral.txt,experiments/v5_robustness/prompts/P0/task_costly.txt,X,x,v4_0241
