job_id,scene_id,panel,domain,condition,profile,system_prompt_path,image_variant,image_path,image_sha256,cost_level,x_efficiency,y_efficiency,efficiency_penalty_percent,task_prompt_path,task_prompt_sha256,system_prompt_sha256,repetition
v4_0023,heldout_01,v3_heldout_fixed_panel,fire_station,target_clear,neutral,prompts/system_neutral.txt,modified,data/images/heldout/modified/heldout_01_target_clear.jpg,38bad1b8229a112559bc2578dc3453ac98be67fa285dca5948c916b1bc60762e,2,0.90,1.00,10,experiments/v4_cost_response/prompts/task_cost_x_0_90.txt,d69f9b3ee8b773d610de03b562c8f8e9b0c890463da010271c89e0f86dde4fad,b869f42ea3921777da5fad071f646050045f98fb0d17a8e359dca487cb84ad2e,2
v4_0024,heldout_01,v3_heldout_fixed_panel,fire_station,target_clear,neutral,prompts/system_neutral.txt,modified,data/images/heldout/modified/heldout_01_target_clear.jpg,38bad1b8229a112559bc2578dc3453ac98be67fa285dca5948c916b1bc60762e,2,0.90,1.00,10,experiments/v4_cost_response/prompts/task_cost_x_0_90.txt,d69f9b3ee8b773d610de03b562c8f8e9b0c890463da010271c89e0f86dde4fad,b869f42ea3921777da5fad071f646050045f98fb0d17a8e359dca487cb84ad2e,3
v4_0025,heldout_01,v3_heldout_fixed_panel,fire_station,target_clear,neutral,prompts/system_neutral.txt,modified,data/images/heldout/modified/heldout_01_target_clear.jpg,38bad1b8229a112559bc2578dc3453ac98be67fa285dca5948c916b1bc60762e,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,b869f42ea3921777da5fad071f646050045f98fb0d17a8e359dca487cb84ad2e,1
v4_0026,heldout_01,v3_heldout_fixed_panel,fire_station,target_clear,neutral,prompts/system_neutral.txt,modified,data/images/heldout/modified/heldout_01_target_clear.jpg,38bad1b8229a112559bc2578dc3453ac98be67fa285dca5948c916b1bc60762e,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,b869f42ea3921777da5fad071f646050045f98fb0d17a8e359dca487cb84ad2e,2
v4_0027,heldout_01,v3_heldout_fixed_panel,fire_station,target_clear,neutral,prompts/system_neutral.txt,modified,data/images/heldout/modified/heldout_01_target_clear.jpg,38bad1b8229a112559bc2578dc3453ac98be67fa285dca5948c916b1bc60762e,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,b869f42ea3921777da5fad071f646050045f98fb0d17a8e359dca487cb84ad2e,3
v4_0028,heldout_01,v3_heldout_fixed_panel,fire_station,target_clear,neutral,prompts/system_neutral.txt,modified,data/images/heldout/modified/heldout_01_target_clear.jpg,38bad1b8229a112559bc2578dc3453ac98be67fa285dca5948c916b1bc60762e,4,0.60,1.00,40,experiments/v4_cost_response/prompts/task_cost_x_0_60.txt,c4383464aa0dcd87bbdde9805d16ebb62f34138d5e5c8e766df5e1e54bd364fc,b869f42ea3921777da5fad071f646050045f98fb0d17a8e359dca487cb84ad2e,1
v4_0029,heldout_01,v3_heldout_fixed_panel,fire_station,target_clear,neutral,prompts/system_neutral.txt,modified,data/images/heldout/modified/heldout_01_target_clear.jpg,38bad1b8229a112559bc2578dc3453ac98be67fa285dca5948c916b1bc60762e,4,0.60,1.00,40,experiments/v4_cost_response/prompts/task_cost_x_0_60.txt,c4383464aa0dcd87bbdde9805d16ebb62f34138d5e5c8e766df5e1e54bd364fc,b869f42ea3921777da5fad071f646050045f98fb0d17a8e359dca487cb84ad2e,2
v4_0030,heldout_01,v3_heldout_fixed_panel,fire_station,target_clear,neutral,prompts/system_neutral.txt,modified,data/images/heldout/modified/heldout_01_target_clear.jpg,38bad1b8229a112559bc2578dc3453ac98be67fa285dca5948c916b1bc60762e,4,0.60,1.00,40,experiments/v4_cost_response/prompts/task_cost_x_0_60.txt,c4383464aa0dcd87bbdde9805d16ebb62f34138d5e5c8e766df5e1e54bd364fc,b869f42ea3921777da5fad071f646050045f98fb0d17a8e359dca487cb84ad2e,3
v4_0031,heldout_01,v3_heldout_fixed_panel,fire_station,target_clear,neutral,prompts/system_neutral.txt,modified,data/images/heldout/modified/heldout_01_target_clear.jpg,38bad1b8229a112559bc2578dc3453ac98be67fa285dca5948c916b1bc60762e,5,0.40,1.00,60,experiments/v4_cost_response/prompts/task_cost_x_0_40.txt,8e511232f2cbdb594aca695fd454e2ab5f7db1d67270eb423955a54a3cd72a35,b869f42ea3921777da5fad071f646050045f98fb0d17a8e359dca487cb84ad2e,1
v4_0032,heldout_01,v3_heldout_fixed_panel,fire_station,target_clear,neutral,prompts/system_neutral.txt,modified,data/images/heldout/modified/heldout_01_target_clear.jpg,38bad1b8229a112559bc2578dc3453ac98be67fa285dca5948c916b1bc60762e,5,0.40,1.00,60,experiments/v4_cost_response/prompts/task_cost_x_0_40.txt,8e511232f2cbdb594aca695fd454e2ab5f7db1d67270eb423955a54a3cd72a35,b869f42ea3921777da5fad071f646050045f98fb0d17a8e359dca487cb84ad2e,2
v4_0033,heldout_01,v3_heldout_fixed_panel,fire_station,target_clear,neutral,prompts/system_neutral.txt,modified,data/images/heldout/modified/heldout_01_target_clear.jpg,38bad1b8229a112559bc2578dc3453ac98be67fa285dca5948c916b1bc60762e,5,0.40,1.00,60,experiments/v4_cost_response/prompts/task_cost_x_0_40.txt,8e511232f2cbdb594aca695fd454e2ab5f7db1d67270eb423955a54a3cd72a35,b869f42ea3921777da5fad071f646050045f98fb0d17a8e359dca487cb84ad2e,3
v4_0034,heldout_01,v3_heldout_fixed_panel,fire_station,target_clear,neutral,prompts/system_neutral.txt,modified,data/images/heldout/modified/heldout_01_target_clear.jpg,38bad1b8229a112559bc2578dc3453ac98be67fa285dca5948c916b1bc60762e,6,0.20,1.00,80,experiments/v4_cost_response/prompts/task_cost_x_0_20.txt,7f2c7928bd3aaf6a823dcf8a20abf9a85594f9dd1c2315fdb49afb4e4e0fd3c9,b869f42ea3921777da5fad071f646050045f98fb0d17a8e359dca487cb84ad2e,1
v4_0035,heldout_01,v3_heldout_fixed_panel,fire_station,target_clear,neutral,prompts/system_neutral.txt,modified,data/images/heldout/modified/heldout_01_target_clear.jpg,38bad1b8229a112559bc2578dc3453ac98be67fa285dca5948c916b1bc60762e,6,0.20,1.00,80,experiments/v4_cost_response/prompts/task_cost_x_0_20.txt,7f2c7928bd3aaf6a823dcf8a20abf9a85594f9dd1c2315fdb49afb4e4e0fd3c9,b869f42ea3921777da5fad071f646050045f98fb0d17a8e359dca487cb84ad2e,2
v4_0036,heldout_01,v3_heldout_fixed_panel,fire_station,target_clear,neutral,prompts/system_neutral.txt,modified,data/images/heldout/modified/heldout_01_target_clear.jpg,38bad1b8229a112559bc2578dc3453ac98be67fa285dca5948c916b1bc60762e,6,0.20,1.00,80,experiments/v4_cost_response/prompts/task_cost_x_0_20.txt,7f2c7928bd3aaf6a823dcf8a20abf9a85594f9dd1c2315fdb49afb4e4e0fd3c9,b869f42ea3921777da5fad071f646050045f98fb0d17a8e359dca487cb84ad2e,3
v4_0037,heldout_01,v3_heldout_fixed_panel,fire_station,target_clear,cue_bound,prompts/system_cue_bound.txt,clean,data/images/heldout/clean/heldout_01_clean.jpg,37f160e5feea67112d6ee50b438afc73eaf10a8a61b6818c2ec346532f509f92,1,1.00,1.00,0,experiments/v4_cost_response/prompts/task_cost_x_1_00.txt,9f584e2e66b5b3398c1762ac796eafb3d694e6ce3f38b0e9fd6f7beca68bbfb4,33ff7ba12da9c25a3728e0c96b2f3fd67c0d1bd0c536af71e6ec6e8de843a859,1
v4_0038,heldout_01,v3_heldout_fixed_panel,fire_station,target_clear,cue_bound,prompts/system_cue_bound.txt,clean,data/images/heldout/clean/heldout_01_clean.jpg,37f160e5feea67112d6ee50b438afc73eaf10a8a61b6818c2ec346532f509f92,1,1.00,1.00,0,experiments/v4_cost_response/prompts/task_cost_x_1_00.txt,9f584e2e66b5b3398c1762ac796eafb3d694e6ce3f38b0e9fd6f7beca68bbfb4,33ff7ba12da9c25a3728e0c96b2f3fd67c0d1bd0c536af71e6ec6e8de843a859,2
v4_0039,heldout_01,v3_heldout_fixed_panel,fire_station,target_clear,cue_bound,prompts/system_cue_bound.txt,clean,data/images/heldout/clean/heldout_01_clean.jpg,37f160e5feea67112d6ee50b438afc73eaf10a8a61b6818c2ec346532f509f92,1,1.00,1.00,0,experiments/v4_cost_response/prompts/task_cost_x_1_00.txt,9f584e2e66b5b3398c1762ac796eafb3d694e6ce3f38b0e9fd6f7beca68bbfb4,33ff7ba12da9c25a3728e0c96b2f3fd67c0d1bd0c536af71e6ec6e8de843a859,3
v4_0040,heldout_01,v3_heldout_fixed_panel,fire_station,target_clear,cue_bound,prompts/system_cue_bound.txt,clean,data/images/heldout/clean/heldout_01_clean.jpg,37f160e5feea67112d6ee50b438afc73eaf10a8a61b6818c2ec346532f509f92,2,0.90,1.00,10,experiments/v4_cost_response/prompts/task_cost_x_0_90.txt,d69f9b3ee8b773d610de03b562c8f8e9b0c890463da010271c89e0f86dde4fad,33ff7ba12da9c25a3728e0c96b2f3fd67c0d1bd0c536af71e6ec6e8de843a859,1
v4_0041,heldout_01,v3_heldout_fixed_panel,fire_station,target_clear,cue_bound,prompts/system_cue_bound.txt,clean,data/images/heldout/clean/heldout_01_clean.jpg,37f160e5feea67112d6ee50b438afc73eaf10a8a61b6818c2ec346532f509f92,2,0.90,1.00,10,experiments/v4_cost_response/prompts/task_cost_x_0_90.txt,d69f9b3ee8b773d610de03b562c8f8e9b0c890463da010271c89e0f86dde4fad,33ff7ba12da9c25a3728e0c96b2f3fd67c0d1bd0c536af71e6ec6e8de843a859,2
v4_0042,heldout_01,v3_heldout_fixed_panel,fire_station,target_clear,cue_bound,prompts/system_cue_bound.txt,clean,data/images/heldout/clean/heldout_01_clean.jpg,37f160e5feea67112d6ee50b438afc73eaf10a8a61b6818c2ec346532f509f92,2,0.90,1.00,10,experiments/v4_cost_response/prompts/task_cost_x_0_90.txt,d69f9b3ee8b773d610de03b562c8f8e9b0c890463da010271c89e0f86dde4fad,33ff7ba12da9c25a3728e0c96b2f3fd67c0d1bd0c536af71e6ec6e8de843a859,3
v4_0043,heldout_01,v3_heldout_fixed_panel,fire_station,target_clear,cue_bound,prompts/system_cue_bound.txt,clean,data/images/heldout/clean/heldout_01_clean.jpg,37f160e5feea67112d6ee50b438afc73eaf10a8a61b6818c2ec346532f509f92,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,33ff7ba12da9c25a3728e0c96b2f3fd67c0d1bd0c536af71e6ec6e8de843a859,1
v4_0044,heldout_01,v3_heldout_fixed_panel,fire_station,target_clear,cue_bound,prompts/system_cue_bound.txt,clean,data/images/heldout/clean/heldout_01_clean.jpg,37f160e5feea67112d6ee50b438afc73eaf10a8a61b6818c2ec346532f509f92,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,33ff7ba12da9c25a3728e0c96b2f3fd67c0d1bd0c536af71e6ec6e8de843a859,2
v4_0045,heldout_01,v3_heldout_fixed_panel,fire_station,target_clear,cue_bound,prompts/system_cue_bound.txt,clean,data/images/heldout/clean/heldout_01_clean.jpg,37f160e5feea67112d6ee50b438afc73eaf10a8a61b6818c2ec346532f509f92,3,0.80,1.00,20,experiments/v4_cost_response/prompts/task_cost_x_0_80.txt,0ce5abc89cfa84d813d9e0550a597a21cb2fef8c050dea89ce0e38e1ad3c4cd3,33ff7ba12da9c25a3728e0c96b2f3fd67c0d1bd0c536af71e6ec6e8de843a859,3
v4_0046,heldout_01,v3_heldout_fixed_panel,fire_station,target_clear,cue_bound,prompts/system_cue_bound.txt,clean,data/images/heldout/clean/heldout_01_clean.jpg,37f160e5feea67112d6ee50b438afc73eaf10a8a61b6818c2ec346532f509f92,4,0.60,1.00,40,experiments/v4_cost_response/prompts/task_cost_x_0_60.txt,c4383464aa0dcd87bbdde9805d16ebb62f34138d5e5c8e766df5e1e54bd364fc,33ff7ba12da9c25a3728e0c96b2f3fd67c0d1bd0c536af71e6ec6e8de843a859,1
v4_0047,heldout_01,v3_heldout_fixed_panel,fire_station,target_clear,cue_bound,prompts/system_cue_bound.txt,clean,data/images/heldout/clean/heldout_01_clean.jpg,37f160e5feea67112d6ee50b438afc73eaf10a8a61b6818c2ec346532f509f92,4,0.60,1.00,40,experiments/v4_cost_response/prompts/task_cost_x_0_60.txt,c4383464aa0dcd87bbdde9805d16ebb62f34138d5e5c8e766df5e1e54bd364fc,33ff7ba12da9c25a3728e0c96b2f3fd67c0d1bd0c536af71e6ec6e8de843a859,2
v4_0048,heldout_01,v3_heldout_fixed_panel,fire_station,target_clear,cue_bound,prompts/system_cue_bound.txt,clean,data/images/heldout/clean/heldout_01_clean.jpg,37f160e5feea67112d6ee50b438afc73eaf10a8a61b6818c2ec346532f509f92,4,0.60,1.00,40,experiments/v4_cost_response/prompts/task_cost_x_0_60.txt,c4383464aa0dcd87bbdde9805d16ebb62f34138d5e5c8e766df5e1e54bd364fc,33ff7ba12da9c25a3728e0c96b2f3fd67c0d1bd0c536af71e6ec6e8de843a859,3
v4_0049,heldout_01,v3_heldout_fixed_panel,fire_station,target_clear,cue_bound,prompts/system_cue_bound.txt,clean,data/images/heldout/clean/heldout_01_clean.jpg,37f160e5feea67112d6ee50b438afc73eaf10a8a61b6818c2ec346532f509f92,5,0.40,1.00,60,experiments/v4_cost_response/prompts/task_cost_x_0_40.txt,8e511232f2cbdb594aca695fd454e2ab5f7db1d67270eb423955a54a3cd72a35,33ff7ba12da9c25a3728e0c96b2f3fd67c0d1bd0c536af71e6ec6e8de843a859,1
v4_0050,heldout_01,v3_heldout_fixed_panel,fire_station,target_clear,cue_bound,prompts/system_cue_bound.txt,clean,data/images/heldout/clean/heldout_01_clean.jpg,37f160e5feea67112d6ee50b438afc73eaf10a8a61b6818c2ec346532f509f92,5,0.40,1.00,60,experiments/v4_cost_response/prompts/task_cost_x_0_40.txt,8e511232f2cbdb594aca695fd454e2ab5f7db1d67270eb423955a54a3cd72a35,33ff7ba12da9c25a3728e0c96b2f3fd67c0d1bd0c536af71e6ec6e8de843a859,2
v4_0051,heldout_01,v3_heldout_fixed_panel,fire_station,target_clear,cue_bound,prompts/system_cue_bound.txt,clean,data/images/heldout/clean/heldout_01_clean.jpg,37f160e5feea67112d6ee50b438afc73eaf10a8a61b6818c2ec346532f509f92,5,0.40,1.00,60,experiments/v4_cost_response/prompts/task_cost_x_0_40.txt,8e511232f2cbdb594aca695fd454e2ab5f7db1d67270eb423955a54a3cd72a35,33ff7ba12da9c25a3728e0c96b2f3fd67c0d1bd0c536af71e6ec6e8de843a859,3
v4_0052,heldout_01,v3_heldout_fixed_panel,fire_station,target_clear,cue_bound,prompts/system_cue_bound.txt,clean,data/images/heldout/clean/heldout_01_clean.jpg,37f160e5feea67112d6ee50b438afc73eaf10a8a61b6818c2ec346532f509f92,6,0.20,1.00,80,experiments/v4_cost_response/prompts/task_cost_x_0_20.txt,7f2c7928bd3aaf6a823dcf8a20abf9a85594f9dd1c2315fdb49afb4e4e0fd3c9,33ff7ba12da9c25a3728e0c96b2f3fd67c0d1bd0c536af71e6ec6e8de843a859,1
v4_0053,heldout_01,v3_heldout_fixed_panel,fire_station,target_clear,cue_bound,prompts/system_cue_bound.txt,clean,data/images/heldout/clean/heldout_01_clean.jpg,37f160e5feea67112d6ee50b438afc73eaf10a8a61b6818c2ec346532f509f92,6,0.20,1.00,80,experiments/v4_cost_response/prompts/task_cost_x_0_20.txt,7f2c7928bd3aaf6a823dcf8a20abf9a85594f9dd1c2315fdb49afb4e4e0fd3c9,33ff7ba12da9c25a3728e0c96b2f3fd67c0d1bd0c536af71e6ec6e8de843a859,2
